,RSI_apply_to,RSI_length,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
156,close,300.0,-0.9999999999999998,-1.000000000000003,1.0,213.0,82.0,4H,-0.1259921049894874
154,HLCC/4,120.0,-1.000000000000001,-1.0000000000000009,1.0,118.0,217.0,4H,-0.1259921049894874
93,close,290.0,-1.0,-1.0000000000000033,3.0,76.0,195.0,4H,-0.12599210498948746
55,close,131.0,-1.0000000000000027,-1.0000000000000024,1.0,343.0,247.0,4H,-0.12599210498948754
157,HLC/3,128.0,-1.000000000000003,-1.000000000000003,1.0,327.0,415.0,4H,-0.1259921049894876
59,high,87.0,-1.0000000000000033,-1.0000000000000033,3.0,261.0,40.0,4H,-0.12599210498948762
158,OHLC/4,287.0,-0.7112910205047067,-0.7162028791270799,6.0,136.0,451.0,4H,-0.126779137633125
16,HLC/3,269.0,-0.7249230136031521,-0.7297385320473226,5.0,146.0,429.0,4H,-0.12838266473670226
19,HLC/3,273.0,-0.7252159883851523,-0.7300277707878211,4.0,157.0,173.0,4H,-0.12841691946018796
94,HLCC/4,296.0,-0.7283297734818318,-0.7330935984078646,4.0,146.0,492.0,4H,-0.1287802194387575
159,low,101.0,-0.7562113310851797,-0.7428519920686645,1.0,157.0,468.0,4H,-0.1309790455554923
160,close,89.0,-0.7700474081200722,-0.7525108984417845,3.0,372.0,383.0,4H,-0.1323417123497342
161,low,91.0,-0.768084578497693,-0.7566191551923895,1.0,126.0,223.0,4H,-0.1324693655456778
60,low,119.0,-0.8325047964764398,-0.8141776100440785,1.0,120.0,65.0,4H,-0.1394404033175299
162,HLC/3,72.0,-0.960066294855459,-0.9672817578441164,2.0,234.0,3.0,4H,-0.1548714640717566
163,low,119.0,-0.9837620490441438,-0.9810931004224548,1.0,354.0,87.0,4H,-0.1568748869374411
164,HLCC/4,287.0,-0.8408148982521809,-0.8399985323277639,3.0,83.0,157.0,4H,-0.1618241714087757
36,high,299.0,-0.7292091187843437,-0.7537953933182407,2.0,62.0,197.0,4H,-0.1638319192597694
69,OHLC/4,289.0,-0.7382249543415016,-0.759679115032002,2.0,55.0,44.0,4H,-0.16493125559996455
