,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
65,85.0,283.0,39.0,ema,StochAstic_k,122.0,73.0,4.0,8.0,0.07,213.0,865.0,266.0,338.0,510.0,40.0,134.0,991.0,365.0,367.0,713.0,14.0,9.0,566.0,865.0,628.0,404.0,292.0,830.0,806.0,393.0,262.0,168.0,436.0,321.0,928.0,777.0,75.0,881.0,647.0,26.0,48.0,18.0,18.0,969.0,10.0,21.0,35.0,11.0,292.0,22.0,2.0,0.38,0.21,0.1,0.16,0.36,0.48,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,26.53945255927468,True,False,-0.1718511144229362,-0.0827999845631182,-0.0837366768350189
66,108.0,283.0,36.0,wma,StochAstic_k,241.0,74.0,4.0,19.0,0.3,2215.0,780.0,291.0,393.0,865.0,330.0,226.0,485.0,5.0,231.0,583.0,317.0,320.0,715.0,748.0,528.0,458.0,417.0,869.0,742.0,439.0,275.0,969.0,160.0,19.0,412.0,930.0,910.0,486.0,847.0,17.0,22.0,59.0,16.0,403.0,17.0,32.0,45.0,18.0,295.0,4.0,16.0,0.17,0.25,0.22,0.38,0.53,0.74,True,True,False,False,True,True,False,True,False,True,False,False,True,True,True,False,True,49.07239195339209,True,False,-0.1613166718047088,-0.0776851807982128,-0.0792346610515266
67,175.0,77.0,14.0,sma,StochAstic_d,101.0,462.0,6.0,20.0,0.09,1235.0,341.0,47.0,202.0,547.0,387.0,375.0,120.0,363.0,17.0,811.0,138.0,292.0,671.0,796.0,759.0,393.0,341.0,985.0,781.0,444.0,348.0,746.0,278.0,216.0,910.0,229.0,23.0,200.0,485.0,25.0,27.0,30.0,2.0,109.0,4.0,30.0,31.0,3.0,22.0,15.0,6.0,0.02,0.21,0.41,0.65,0.8,1.03,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,10.609226704184076,True,False,-0.086202200211641,-0.0729188937313821,-0.0732038184361947
68,90.0,324.0,35.0,wma,StochAstic_k,78.0,97.0,2.0,14.0,0.07,1973.0,737.0,146.0,324.0,154.0,206.0,217.0,320.0,69.0,182.0,313.0,183.0,31.0,205.0,887.0,670.0,357.0,325.0,941.0,539.0,379.0,319.0,679.0,527.0,699.0,537.0,211.0,961.0,924.0,592.0,6.0,53.0,50.0,20.0,793.0,16.0,37.0,102.0,13.0,768.0,3.0,7.0,0.19,0.13,0.22,0.38,0.53,0.74,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,60.71437321928891,True,False,-0.1807034684289623,-0.0943928135458387,-0.0961716744574981
69,160.0,58.0,13.0,wma,StochAstic_k,250.0,414.0,2.0,10.0,0.13,1819.0,924.0,382.0,241.0,219.0,336.0,134.0,915.0,6.0,363.0,331.0,400.0,10.0,196.0,956.0,596.0,371.0,296.0,850.0,738.0,436.0,409.0,813.0,888.0,271.0,534.0,749.0,209.0,165.0,744.0,20.0,44.0,74.0,12.0,794.0,6.0,13.0,46.0,3.0,195.0,6.0,7.0,0.17,0.04,0.81,0.86,0.9,0.87,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,8.98906841173164,True,False,-0.0922771182794511,-0.0696197021139394,-0.0723477970102069
70,174.0,68.0,20.0,sma,StochAstic_d,373.0,406.0,5.0,2.0,0.27,1995.0,519.0,19.0,172.0,424.0,47.0,252.0,352.0,85.0,288.0,628.0,226.0,90.0,79.0,830.0,558.0,304.0,280.0,868.0,685.0,354.0,324.0,87.0,948.0,628.0,304.0,984.0,613.0,450.0,992.0,26.0,35.0,73.0,12.0,476.0,14.0,25.0,36.0,15.0,21.0,14.0,23.0,0.06,0.26,0.58,0.63,0.88,0.92,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,7.600212134658548,True,False,-0.1188256633665033,-0.1088216197758748,-0.1101254055785724
71,143.0,75.0,17.0,wma,StochAstic_k,300.0,381.0,5.0,17.0,0.29,2902.0,212.0,276.0,253.0,369.0,288.0,257.0,742.0,145.0,14.0,94.0,84.0,245.0,242.0,829.0,561.0,321.0,305.0,996.0,752.0,343.0,299.0,644.0,309.0,112.0,367.0,599.0,39.0,991.0,180.0,12.0,36.0,40.0,20.0,604.0,2.0,32.0,30.0,1.0,606.0,1.0,2.0,0.26,0.32,0.24,0.42,0.58,0.78,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,14.375330760142011,True,False,-0.0771731587803649,-0.0549480910590867,-0.0550303953689196
72,171.0,71.0,20.0,wma,StochAstic_k,92.0,405.0,5.0,3.0,0.04,2879.0,716.0,376.0,160.0,294.0,188.0,119.0,594.0,198.0,175.0,750.0,277.0,369.0,457.0,706.0,620.0,474.0,422.0,746.0,684.0,353.0,318.0,915.0,238.0,726.0,718.0,703.0,332.0,29.0,726.0,29.0,49.0,44.0,5.0,115.0,2.0,45.0,92.0,8.0,401.0,14.0,4.0,0.08,0.26,0.24,0.42,0.58,0.78,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,13.566328535715169,True,False,-0.1189289113249339,-0.1081703575665699,-0.1079919971090891
73,125.0,66.0,13.0,ema,StochAstic_d,177.0,508.0,5.0,19.0,0.33,2612.0,708.0,57.0,228.0,724.0,74.0,387.0,817.0,318.0,335.0,666.0,302.0,66.0,318.0,664.0,621.0,448.0,282.0,856.0,505.0,473.0,270.0,115.0,417.0,139.0,964.0,939.0,883.0,380.0,193.0,30.0,34.0,84.0,1.0,603.0,12.0,19.0,22.0,5.0,886.0,4.0,24.0,0.16,0.08,0.18,0.19,0.29,0.32,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,5.129448374826348,True,False,-0.0923729040277867,-0.0850707848983134,-0.0857886031284964
74,176.0,74.0,13.0,ema,StochAstic_k,210.0,442.0,5.0,20.0,0.02,634.0,449.0,246.0,250.0,605.0,28.0,96.0,127.0,123.0,117.0,122.0,201.0,226.0,588.0,985.0,682.0,430.0,413.0,896.0,665.0,457.0,255.0,955.0,840.0,944.0,368.0,553.0,101.0,645.0,545.0,9.0,37.0,95.0,6.0,268.0,16.0,18.0,51.0,14.0,568.0,11.0,25.0,0.3,0.14,0.24,0.42,0.58,0.78,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,14.868161907845872,True,False,-0.1709138538835505,-0.1861999896186917,-0.1888268743664021
