,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
2880,317.0,197.0,38.0,sma,StochAstic_d,-0.1305015224394683,-0.1233130666023491,4.0,361.0,419.0,20T,-0.0766644873436053
2881,430.0,277.0,9.0,wma,StochAstic_k,-0.0668872004298864,-0.0716825386083703,3.0,39.0,134.0,20T,-0.076670462535199
2882,464.0,376.0,42.0,wma,StochAstic_d,-0.1313284262342706,-0.1320301750173081,4.0,155.0,343.0,20T,-0.0766775855075062
2883,610.0,180.0,19.0,sma,StochAstic_k,-0.0910336615816349,-0.0917763579362019,5.0,22.0,239.0,20T,-0.0766964972597425
2884,899.0,758.0,7.0,wma,StochAstic_d,-0.1650853559310399,-0.1708378026164053,4.0,95.0,261.0,20T,-0.0767015552257447
2885,737.0,115.0,31.0,ema,StochAstic_k,-0.148252421802394,-0.1523308924304731,6.0,430.0,483.0,20T,-0.076725535142925
2886,227.0,206.0,45.0,sma,StochAstic_k,-0.0852786786753721,-0.0855682711192768,1.0,91.0,222.0,20T,-0.0767682492751654
2887,365.0,197.0,49.0,wma,StochAstic_k,-0.1122171302777298,-0.1188515646043312,3.0,398.0,456.0,20T,-0.0768270798479314
2888,138.0,97.0,29.0,wma,StochAstic_d,-0.0730182741785252,-0.0758552069968707,3.0,376.0,156.0,20T,-0.0768676501266875
2889,726.0,7.0,13.0,sma,StochAstic_k,-0.1323138730368324,-0.1322315410780258,1.0,71.0,450.0,20T,-0.0769079549367078
2890,118.0,110.0,7.0,ema,StochAstic_k,-0.097732970394945,-0.0970378573512816,3.0,313.0,316.0,20T,-0.0769262410512507
2891,256.0,160.0,15.0,sma,StochAstic_k,-0.0777463928796494,-0.0791424183678917,6.0,117.0,219.0,20T,-0.0769320127852183
2892,672.0,380.0,3.0,ema,StochAstic_d,-0.1178585735796681,-0.1207726472700833,4.0,87.0,146.0,20T,-0.0769413699923723
2893,565.0,130.0,27.0,sma,StochAstic_d,-0.140299857521019,-0.1483518448741032,3.0,138.0,345.0,20T,-0.0770769085608024
2894,332.0,261.0,16.0,ema,StochAstic_k,-0.0586871969679709,-0.0591428467752083,4.0,44.0,66.0,20T,-0.0770915020905302
2895,491.0,428.0,35.0,wma,StochAstic_k,-0.1159866045703866,-0.1162546858177593,6.0,94.0,448.0,20T,-0.0771079350589447
2896,379.0,313.0,11.0,wma,StochAstic_d,-0.1343683359494804,-0.1312803064903719,5.0,500.0,322.0,20T,-0.0771181535956008
2897,443.0,351.0,29.0,ema,StochAstic_k,-0.0847251683227466,-0.0873975167732195,4.0,263.0,195.0,20T,-0.0771438082629216
2898,168.0,66.0,38.0,ema,StochAstic_k,-0.0965424571466335,-0.0990949147019981,4.0,94.0,320.0,20T,-0.0771501872613843
2899,579.0,20.0,41.0,wma,StochAstic_k,-0.0684759076933767,-0.072917377421311,1.0,495.0,89.0,20T,-0.0771588160621391
2900,325.0,306.0,42.0,sma,StochAstic_d,-0.124954761871999,-0.1236031643285346,1.0,37.0,319.0,20T,-0.0773810381029794
2901,720.0,206.0,26.0,ema,StochAstic_d,-0.1045126864803956,-0.1007820021520279,2.0,473.0,148.0,20T,-0.0773870378112684
