,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme,money,draw_down,score,methode
0,0.3898710350288732,0.2604224676755404,0.6983987154411561,0.6550575904798297,14.216955643917558,26.41265529682109,49,28,77,0.85,0.0666666666666666,0.46,0.0222222222222222,0.89,0.074074074074074,0.53,0.037037037037037,2.9207501640931635,0.6666666666666666,1.8294995888528385,0.8333333333333334,1.5435409162238614,1.0,0.7467266984001106,0.5,0.0,624.2772167736505,33.27561472171492,9.43987860392312,pr
1,0.2174651076342683,0.1415130104674059,0.45,0.34,4.723744959297434,7.17375676478528,22,18,40,0.34,0.25,0.21,0.1666666666666666,0.45,0.05,0.32,0.2,1.704934384429581,0.2727272727272727,1.2909449098444934,1.0,0.932301819472104,0.2,0.7027997447736423,0.3,0.0,149.00023610975694,17.411305434179365,12.22240490395044,pr
2,0.2373365617336891,0.1219234860408383,0.45,0.34,7.579151033864935,16.382879136543842,51,30,81,0.34,0.25,0.21,0.1666666666666666,0.45,0.05,0.32,0.2,1.704934384429581,0.2727272727272727,1.2909449098444934,1.0,0.932301819472104,0.2,0.7027997447736423,0.3,0.0,369.6564332169138,20.72797173749395,15.098404467651394,pr
3,0.2124374174905711,0.1375181037344472,0.45,0.34,9.74814984013966,14.372672861702268,45,39,84,0.34,0.25,0.21,0.1666666666666666,0.45,0.05,0.32,0.2,1.704934384429581,0.2727272727272727,1.2909449098444934,1.0,0.932301819472104,0.2,0.7027997447736423,0.3,0.0,192.49046043125207,21.78406519026297,10.469167344354194,pr
4,0.7388432904880377,0.4996631589485727,0.97,0.83,15.77,22.070284253525216,23,19,42,0.77,0.2916666666666667,0.57,0.3333333333333333,0.92,0.0909090909090909,0.75,0.0909090909090909,2.615168450470994,1.0,2.1429195416179985,1.0,1.2917768598164692,0.75,0.985933812256192,0.875,5.0,170.24035934750864,38.25582652895469,7.384371482748827,pr
5,0.6862023433220188,0.4599892367723479,0.98,0.82,31.98,55.21183357804273,61,39,100,0.83,0.1111111111111111,0.47,0.1777777777777777,1.0,0.0930232558139534,0.72,0.2325581395348837,3.623001371596183,0.9230769230769232,2.65080387049594,1.0,2.233597396253632,0.7272727272727273,1.6556451234522884,0.6363636363636364,0.0,1580.9552260288972,45.644242807376514,16.18585099822834,pr
6,0.4792524686314101,0.2753666403330068,0.96,0.81,24.4394771160957,43.27174298785927,62,51,113,0.81,0.0714285714285714,0.4,0.0952380952380952,0.96,0.1891891891891892,0.68,0.1081081081081081,5.610457976581495,0.3333333333333333,3.954851904528669,0.8888888888888888,3.6802245131772295,0.7272727272727273,2.4351765967894625,0.3636363636363636,0.0,1045.4065894588025,42.244029039021626,11.2098257654592,pr
7,0.4031416423755482,0.2382544858667964,0.8176252075931136,0.6951214108472148,14.825418627231766,24.47570242397676,39,33,72,0.79,0.088235294117647,0.37,0.0588235294117647,0.93,0.1071428571428571,0.61,0.0357142857142857,4.683544087214841,0.8,3.067915188316741,0.4,2.765472451857424,0.8,1.7816512771617594,1.0,5.0,360.9605125085411,40.186079147050656,9.31464545833801,pr
8,0.6524296974034489,0.4200988162845657,0.99,0.86,20.64,40.28633624648078,49,24,73,0.71,1.0,0.51,0.7872340425531915,0.93,1.0,0.75,1.0,4.460336949380219,0.7692307692307693,3.798718657224707,1.0,2.794525665980637,1.0,2.354763978484754,0.6428571428571429,5.0,1560.629176541279,51.5930953770429,12.86795382171405,pr
9,0.4341705494555958,0.231172912469755,0.67,0.49,12.336781216875156,24.442646830224703,40,27,67,0.49,1.0,0.39,0.9545454545454546,0.67,1.0,0.6,1.0,6.025340746397374,1.0,5.566639259567335,1.0,3.654337351878873,1.0,3.276738884088476,1.0,5.0,515.528560033209,29.607180705644748,12.762758255840955,pr
10,0.5512142196872969,0.2505361447334423,0.79,0.67,8.553266205516584,28.3469856002492,42,18,60,0.67,0.1111111111111111,0.53,0.1111111111111111,0.79,0.0588235294117647,0.68,0.088235294117647,7.421761025687574,0.7142857142857143,6.709882178172406,1.0,4.789828038813602,0.5555555555555556,4.36612006251698,1.0,0.0,1839.7350710668325,35.782252165137415,20.883966817079248,pr
11,0.688899026998204,0.4270961408466928,0.87,0.91,9.52434210182431,17.125510309230858,20,11,31,0.85,0.1578947368421052,0.51,0.2631578947368421,0.98,0.1153846153846153,0.66,0.1923076923076923,4.343887688842301,0.4285714285714285,3.223816934795108,0.5714285714285714,2.755934870767768,0.3076923076923077,2.057612740849772,0.3846153846153846,0.0,250.79863710232945,30.81928757759521,7.357490954305497,pr
12,0.3653542642139619,0.2220954285310764,0.6983987154411561,0.5251722429864416,14.383385581533451,23.607950116807363,41,37,78,0.58,0.2352941176470588,0.33,0.2352941176470588,0.76,0.032258064516129,0.57,0.0967741935483871,3.996048201595962,1.0,3.1223435046893933,0.5,2.40923478282006,0.4444444444444444,1.6928215570273766,0.7777777777777778,0.0,349.6371432637269,29.60746758864324,9.681062493771975,pr
13,0.4788894463094667,0.3194508404841522,0.85,0.86,12.281977415979853,21.099623234454008,32,23,55,0.6,0.131578947368421,0.57,0.131578947368421,0.82,0.0847457627118644,0.79,0.0847457627118644,2.9571159401290417,1.0,2.8602985434196677,1.0,1.837644462247935,0.625,1.7834637239025892,0.625,4.0,351.9696397620389,44.9044157258097,6.362416685076372,pr
14,0.3158546255506912,0.2550891531589584,0.78,0.6,18.92905712635928,19.52246248289434,38,49,87,0.6,0.303030303030303,0.28,0.2727272727272727,0.78,1.0,0.51,0.1034482758620689,6.830583096668402,0.8,5.05483210437021,1.0,4.238390499295092,0.7368421052631579,2.8603158754189555,1.0,5.0,111.86810713070136,31.254891068752112,5.018560803257723,pr
15,0.4133572429063656,0.2145413025208521,0.8797657139020738,0.5278394440020876,13.166508163775616,26.18450770501411,42,37,79,0.74,0.05,0.29,0.025,0.99,1.0,0.62,0.032258064516129,7.711045777058789,1.0,5.041998264592624,0.5555555555555556,4.4405531216183824,0.2857142857142857,2.8111788052087427,1.0,0.0,619.4864017494281,33.25938156032335,11.874972994505018,pr
16,0.2245247978934281,0.1177807730512404,0.47,0.25,7.858656380618011,15.544455255470398,45,36,81,0.25,0.2352941176470588,0.18,0.1764705882352941,0.47,0.1111111111111111,0.34,0.2592592592592592,4.255816939504138,0.4285714285714285,3.586819035914345,0.5714285714285714,2.677276867676983,0.4285714285714285,2.118827147665672,0.5714285714285714,5.0,285.3994662599864,10.317701556444796,15.161436566835103,pr
17,0.5512142196872969,0.2505361447334423,0.79,0.67,8.553266205516584,28.3469856002492,42,18,60,,,,,,,,,,,,,,,,,,1839.7350710668325,35.782252165137415,20.883966817079248,
18,0.27440135374191976,0.1811988827430004,0.6,0.38,10.731230754820386,13.586225032130054,29,36,65,0.38,0.16666666666666666,0.24,0.2777777777777778,0.6,0.2222222222222222,0.45,0.16666666666666666,4.2802463565311255,0.5,3.44087357267573,0.2,2.7869706298906918,1.0,2.11692060939776,0.2857142857142857,0.0,157.09988554619338,19.713171238606442,10.054410591307049,pr
19,0.5552671665436003,0.3076582391480214,0.84,0.8308528243912653,9.347501211918184,16.284097777459912,20,18,38,0.88,0.1111111111111111,0.41,0.1111111111111111,0.98,0.11764705882352941,0.57,0.23529411764705882,4.614114604042347,0.16666666666666666,2.9796172704471116,0.8333333333333334,2.665630561136745,0.3333333333333333,1.7140271829002558,0.1111111111111111,0.0,246.52775478472665,53.64860213379442,5.991582994872604,pr
20,0.5127265823229462,0.3561964958979077,0.93,0.8308528243912653,24.35867453279117,33.17012110984709,41,45,86,0.74,0.043478260869565216,0.46,0.2608695652173913,0.84,0.034482758620689655,0.61,0.2413793103448276,4.237862424195682,0.6923076923076923,3.447205166850836,0.38461538461538464,2.693810489329791,0.6363636363636364,2.162485314969919,0.5454545454545454,0.0,251.67977660698338,39.28670444144416,5.846009695465181,pr
21,0.7043652498773105,0.381131768353755,0.93,0.93,17.189982858655306,33.756626466034525,37,25,62,0.73,0.07547169811320754,0.63,0.07547169811320754,0.75,0.16666666666666666,0.66,0.16666666666666666,6.172085864448573,0.8461538461538461,5.705412295862876,1.0,4.0220418701696365,0.6923076923076923,3.6341322127533973,0.46153846153846156,5.0,1048.084170115007,39.74105380489028,6.283406882553753,pr
22,0.6639060370216776,0.41743071072534355,0.82,0.83,23.233613245938724,43.52582614683704,54,28,82,0.85,0.09090909090909091,0.44,0.09090909090909091,0.89,0.125,0.56,0.0625,2.9146375933518116,0.8,1.8861003059360066,0.8,1.6060403752279424,0.2857142857142857,0.8165035987925249,0.2857142857142857,0.0,1488.5065407640852,49.36815391592852,7.84152248549328,pr
23,0.33386579182574033,0.19427477158170323,0.76,0.5251722429864416,12.810913255008174,20.786512061416772,38,37,75,0.57,0.02857142857142857,0.28,0.08571428571428572,0.76,0.4,0.53,0.02857142857142857,2.3879692315963346,0.7142857142857143,1.561227014984163,0.7142857142857143,1.3630114061395433,0.5555555555555556,0.8439092677697915,0.7777777777777778,0.0,257.0600153481067,24.411260220994816,8.375328069106272,pr
24,0.15522537563410282,0.0877735070074725,0.44,0.27,3.670644364452822,7.348058682896921,30,20,50,0.27,0.2608695652173913,0.13,0.13043478260869565,0.44,1.0,0.23,0.058823529411764705,3.337853575723584,0.4,2.2027559185831755,0.2,1.8939400999263982,1.0,1.1934785144889863,1.0,0.0,173.54828636888195,12.179356555051921,16.752203606328408,pr
25,0.06961862387530866,0.04941266561306599,0.14,0.1,3.714127734334054,6.015995675339993,50,39,89,0.1,0.2222222222222222,0.09,0.2222222222222222,0.14,1.0,0.13,0.5263157894736842,5.698914277255431,1.0,5.571017406743536,1.0,3.6098195002034776,1.0,3.5030975868765077,1.0,5.0,146.03735882011895,6.583699684873849,13.331605077259733,pr
