,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
993,close,49.0,698.0,11.0,macdh,0.0693492351958837,0.0874982486658738,1.0,59.0,312.0,4H,0.0417581029628969
994,OHLC/4,214.0,616.0,13.0,macdh,0.0405277991002714,0.0499132181804132,1.0,11.0,159.0,4H,0.0409715602656549
995,HLCC/4,95.0,356.0,25.0,macdh,0.0655514192516489,0.0390644287881513,4.0,24.0,487.0,4H,0.0405302213047627
996,HLCC/4,41.0,503.0,38.0,macdh,0.0754499432975716,0.0398216876971974,1.0,22.0,133.0,4H,0.0404327940384103
997,HLC/3,79.0,614.0,2.0,macdh,0.1028242132426292,0.106970983775737,3.0,159.0,426.0,4H,0.0404114293625813
998,HLC/3,109.0,236.0,27.0,macd,0.1052791378390189,0.0992720848342803,6.0,116.0,366.0,4H,0.0397289332652637
999,HL/2,185.0,402.0,48.0,macdh,0.0640586946295095,0.0811946654215504,4.0,35.0,494.0,4H,0.0396669622023043
1000,open,40.0,676.0,32.0,macdh,0.0810471881319214,0.063072188686526,6.0,50.0,249.0,4H,0.0394383769160936
1001,HLC/3,256.0,431.0,37.0,macdh,0.0790560658999702,0.0759348762569528,5.0,38.0,404.0,4H,0.0391554448772456
1002,HL/2,22.0,689.0,5.0,macdh,0.0811612752082836,0.0699505275735626,2.0,116.0,233.0,4H,0.0384337964259997
1003,HLCC/4,51.0,356.0,3.0,macdh,0.0812783365123286,0.0692412341966756,5.0,156.0,459.0,4H,0.0383218560898217
1004,HLC/3,83.0,430.0,16.0,macdh,0.0302491752062374,0.0340343151880052,4.0,11.0,457.0,4H,0.038165835248758
1005,HL/2,2.0,508.0,12.0,macdh,0.0924875455293395,0.0714208777769542,1.0,123.0,128.0,4H,0.0375260461376751
1006,close,204.0,572.0,14.0,macdh,0.0925767183058792,0.1402962638116042,4.0,244.0,265.0,4H,0.0373137839735377
1007,HLCC/4,24.0,154.0,8.0,macds,0.0512203246624507,0.067170322721919,2.0,30.0,418.0,4H,0.0363844598975311
1008,low,110.0,232.0,26.0,macd,0.0921186616690285,0.08586166040572,5.0,117.0,225.0,4H,0.0362047915148392
1009,close,36.0,328.0,8.0,macd,0.0754369560046101,0.1015254791412304,3.0,83.0,69.0,4H,0.0358181775242587
1010,open,66.0,383.0,10.0,macdh,0.0799335355728137,0.0710503299166434,2.0,133.0,410.0,4H,0.035683028177631
1011,OHLC/4,161.0,539.0,46.0,macdh,0.0559829334801887,0.1998458139649485,5.0,220.0,179.0,4H,0.035503423497909
1012,open,42.0,485.0,19.0,macdh,0.0611770476049709,0.0730431078877865,4.0,84.0,92.0,4H,0.0354859077530843
1013,close,74.0,283.0,4.0,macd,0.0768881796328073,0.0962341312527821,5.0,55.0,446.0,4H,0.0354089721114976
1014,OHLC/4,151.0,389.0,15.0,macdh,0.0803566333814906,0.0457153487283959,5.0,61.0,421.0,4H,0.0353255017226504
1015,close,8.0,668.0,16.0,macdh,0.072121816334519,0.0600076800669794,6.0,144.0,110.0,4H,0.0351094881059177
1016,HLC/3,133.0,655.0,43.0,macdh,0.0547847836878119,0.1965730691555283,5.0,221.0,336.0,4H,0.0350548398224682
1017,HLC/3,46.0,387.0,10.0,macdh,0.0672787299589003,0.0720603651975726,2.0,158.0,377.0,4H,0.0338496937199876
1018,HLC/3,219.0,431.0,42.0,macds,0.0385146757260998,0.2473031056251589,6.0,27.0,238.0,4H,0.0336489824593023
1019,HLC/3,48.0,445.0,12.0,macdh,0.0698371959791054,0.0656096121916837,6.0,118.0,221.0,4H,0.0332186070389408
1020,high,293.0,309.0,21.0,macds,0.0922911806335142,0.0972769121713731,6.0,30.0,191.0,4H,0.0329921022700237
1021,low,272.0,355.0,16.0,macdh,0.0598871596953345,0.0299423569421574,4.0,22.0,409.0,4H,0.0329774116116393
1022,open,70.0,79.0,36.0,macd,0.0438940687842181,0.0510203952406453,2.0,22.0,413.0,4H,0.03296779343552
1023,HL/2,9.0,448.0,10.0,macdh,0.0700775697948636,0.0508744826999988,6.0,92.0,197.0,4H,0.0329124096292117
1024,close,29.0,61.0,28.0,macds,0.1143397638199534,0.0740911773126764,6.0,210.0,298.0,4H,0.0323599562643622
1025,OHLC/4,78.0,612.0,15.0,macdh,0.0607447236814069,0.068990253820418,3.0,141.0,284.0,4H,0.0322449788838507
1026,HL/2,158.0,314.0,7.0,macdh,0.0913318210495905,0.0587199108269133,6.0,149.0,280.0,4H,0.031806771208885
1027,close,89.0,266.0,42.0,macd,0.1229734912622505,0.042426480064552,4.0,132.0,69.0,4H,0.0315161567415845
1028,high,94.0,115.0,4.0,macd,0.083112769969881,0.0263523258861896,6.0,23.0,230.0,4H,0.0312995611454026
1029,open,43.0,661.0,44.0,macdh,0.041867868846858,0.0396913593749214,2.0,26.0,491.0,4H,0.0310420059463591
1030,HLCC/4,49.0,526.0,4.0,macdh,0.0483931583899884,0.0414957772209348,2.0,61.0,366.0,4H,0.0304068876050266
1031,high,120.0,202.0,38.0,macds,0.072626718200093,0.0643332751875583,3.0,87.0,372.0,4H,0.0303781352068035
1032,close,117.0,503.0,37.0,macdh,0.0312630314974855,0.0297863241141503,3.0,12.0,192.0,4H,0.0303428533371892
1033,HLCC/4,140.0,196.0,17.0,macd,0.075542734456781,0.0865272264491846,1.0,36.0,348.0,4H,0.0296803140427167
1034,high,69.0,285.0,23.0,macd,0.0566600006412214,0.076075210060368,5.0,155.0,106.0,4H,0.0295726558045136
1035,HL/2,91.0,371.0,14.0,macdh,0.0539510195709771,0.0785413088286459,3.0,140.0,69.0,4H,0.029404672517911
1036,OHLC/4,188.0,277.0,33.0,macdh,0.0368113566107052,0.0475169998003283,5.0,44.0,441.0,4H,0.029039309808812
1037,open,103.0,206.0,35.0,macd,0.074936705606216,0.0202106109620033,3.0,8.0,434.0,4H,0.0289377442365935
1038,high,103.0,415.0,8.0,macdh,0.0475346582119379,0.0390272679543796,6.0,65.0,426.0,4H,0.0281310919711921
1039,close,80.0,629.0,14.0,macdh,0.0525791098195985,0.0506996808714394,6.0,188.0,147.0,4H,0.0277312522047487
1040,HL/2,11.0,144.0,19.0,macds,0.0757449397681899,0.022801356994052,3.0,43.0,280.0,4H,0.0274683046163436
1041,low,285.0,449.0,14.0,macdh,0.0337805248586624,0.0499120920473883,3.0,40.0,358.0,4H,0.0272490356784046
1042,HLCC/4,30.0,583.0,17.0,macdh,0.0514872464814005,0.0484819909630376,6.0,99.0,332.0,4H,0.0271304314262118
1043,open,131.0,205.0,47.0,macd,0.0311725376352462,0.1545239975613354,1.0,38.0,142.0,4H,0.0268087168673237
1044,open,61.0,647.0,17.0,macdh,0.0374225566422865,0.0640585203309364,1.0,133.0,27.0,4H,0.0267670256275687
1045,high,87.0,272.0,7.0,macds,0.0386058339795685,0.0307829782408408,2.0,15.0,232.0,4H,0.0266907750808425
1046,OHLC/4,126.0,225.0,15.0,macd,0.0580980730017919,0.0782423991858502,4.0,52.0,208.0,4H,0.026295895150313
1047,HL/2,16.0,430.0,9.0,macds,0.0504611546483889,0.0450379414552941,1.0,16.0,168.0,4H,0.0262951246730578
1048,open,87.0,501.0,14.0,macdh,0.032350868745946,0.0699962248899203,1.0,106.0,89.0,4H,0.0262633537971838
1049,close,151.0,178.0,28.0,macds,0.1390316570940255,0.0210401890980571,6.0,140.0,315.0,4H,0.0259879204909643
1050,HLC/3,170.0,636.0,19.0,macdh,0.0290931099029143,0.1476190221622508,3.0,240.0,153.0,4H,0.0258026406678134
227,HL/2,63.0,629.0,38.0,macdh,0.02608822662674459,0.02685900569883445,6.0,16.0,250.0,4H,0.025620164300720945
1051,low,294.0,584.0,22.0,macdh,0.0274759269166109,0.0547942313999572,4.0,25.0,426.0,4H,0.0246923484710824
1052,close,13.0,79.0,24.0,macds,0.0509554414873543,0.0733111853892815,4.0,277.0,117.0,4H,0.0246305211260211
1053,high,39.0,313.0,41.0,macd,0.0411768701649537,0.0601430725897205,6.0,77.0,269.0,4H,0.0245846142517151
1054,high,50.0,68.0,2.0,macd,0.0458091700824914,0.0726615876736131,3.0,233.0,138.0,4H,0.0237013144794962
1055,open,227.0,542.0,19.0,macdh,0.0301995267369852,0.0272914348298189,3.0,34.0,299.0,4H,0.0236255628003793
1056,HLCC/4,160.0,403.0,2.0,macdh,0.0345338499491484,0.0244431989257306,3.0,73.0,40.0,4H,0.0227777256915223
1057,OHLC/4,131.0,325.0,23.0,macd,0.010103156119035,0.031951997380499,6.0,2.0,304.0,4H,0.022650920661381
1058,open,155.0,170.0,37.0,macd,0.0165503956930691,0.11425227815031,6.0,36.0,196.0,4H,0.0224702635802062
1059,HLC/3,114.0,220.0,34.0,macd,0.046593302048759,0.0401310559770373,2.0,111.0,125.0,4H,0.0223864438039164
1060,high,81.0,266.0,19.0,macd,0.0352259819843676,0.0528588728583834,1.0,117.0,437.0,4H,0.0223551412903861
1061,HL/2,223.0,542.0,8.0,macdh,0.0411514999664146,0.0576183828675221,5.0,217.0,314.0,4H,0.0211674678462766
1062,open,92.0,572.0,12.0,macdh,0.0309085504462896,0.0368577864386461,1.0,140.0,297.0,4H,0.0208881169996875
1063,HLCC/4,120.0,213.0,23.0,macds,0.0706228460501797,0.0195949140074239,3.0,71.0,346.0,4H,0.0202494520580297
1064,close,76.0,269.0,16.0,macd,0.028260015022973,0.0478049806783036,1.0,65.0,338.0,4H,0.0200877947343447
1065,high,242.0,285.0,6.0,macdh,0.0145011318713089,0.0192260173897428,1.0,32.0,176.0,4H,0.019837324063461
1066,open,215.0,602.0,38.0,macdh,0.0261728525466353,0.0293217729529792,2.0,21.0,71.0,4H,0.0197248523805647
1067,low,72.0,89.0,35.0,macds,0.1087583252470021,0.015291153401693,4.0,73.0,156.0,4H,0.0188070602539981
1068,high,63.0,451.0,45.0,macdh,0.0232861939378021,0.0170817901808458,4.0,33.0,26.0,4H,0.0185317866612443
1069,high,86.0,689.0,42.0,macdh,0.0153003930680405,0.0102049855745973,3.0,4.0,129.0,4H,0.0181036520216607
1070,HL/2,261.0,658.0,19.0,macd,0.12464193551778,0.0076085335029797,3.0,54.0,430.0,4H,0.0178527640017599
362,low,21.0,605.0,28.0,macdh,0.02865622373174646,0.02457200855102497,5.0,151.0,474.0,4H,0.017793028238669347
1071,close,21.0,625.0,20.0,macdh,0.0241983272477525,0.0285458317504207,6.0,127.0,57.0,4H,0.0176796099012359
1072,HLC/3,98.0,305.0,2.0,macdh,0.0354913581888844,0.019264077009626,3.0,131.0,77.0,4H,0.0176192305068537
1073,HLCC/4,53.0,58.0,12.0,macd,0.0089140879546065,0.1499679347330854,1.0,274.0,143.0,4H,0.0174868575527509
1074,close,16.0,51.0,19.0,macd,0.0206629102623322,0.0248266066651542,1.0,75.0,483.0,4H,0.0172465785626498
1075,HLC/3,39.0,302.0,8.0,macd,0.0215613471703679,0.0379167630104058,5.0,102.0,121.0,4H,0.0169910205693756
1076,high,21.0,111.0,38.0,macds,0.0086114455410767,0.0350246835064945,6.0,22.0,390.0,4H,0.0168988345469822
1077,open,208.0,688.0,48.0,macdh,0.0297566513294753,0.0157550680185917,1.0,21.0,235.0,4H,0.0167366337648186
1078,HLCC/4,10.0,676.0,43.0,macdh,0.0111699100915347,0.0317011788998739,6.0,79.0,494.0,4H,0.0161970321968848
1079,HL/2,297.0,673.0,25.0,macdh,0.0191655697163474,0.0186439233961301,5.0,21.0,309.0,4H,0.0152880823883803
1080,low,173.0,277.0,14.0,macdh,0.024633311796305,0.0012118083533789,3.0,2.0,41.0,4H,0.0150413632306282
1081,open,76.0,267.0,40.0,macd,0.0158524618353306,0.0318904039202548,4.0,35.0,211.0,4H,0.0144755807242508
1082,HLC/3,258.0,605.0,40.0,macdh,0.021846535214006,0.0138588451238517,4.0,16.0,221.0,4H,0.0144667131486159
1083,OHLC/4,69.0,101.0,32.0,macds,0.0103396842741293,0.0720173099356902,5.0,78.0,283.0,4H,0.0143880317673542
1084,HLC/3,56.0,458.0,19.0,macdh,0.0122587063984141,0.0275281172348828,2.0,118.0,128.0,4H,0.0139242040809887
1085,high,24.0,500.0,39.0,macdh,0.0112469687191564,0.0177665983965441,3.0,53.0,39.0,4H,0.0133846496028131
1086,HL/2,60.0,323.0,30.0,macds,0.0959867346654798,0.0062257864730664,2.0,216.0,213.0,4H,0.0133707307553393
1087,close,218.0,301.0,5.0,macdh,0.0168626382374323,0.0087037415116922,5.0,54.0,130.0,4H,0.0132918009857364
1088,HL/2,26.0,488.0,27.0,macdh,0.0147363290283924,0.0154893882425843,2.0,66.0,209.0,4H,0.0131666267747644
1089,HLC/3,46.0,492.0,15.0,macdh,0.0061337232891798,0.0284783083386089,6.0,80.0,115.0,4H,0.012797934149665
1090,HL/2,204.0,596.0,2.0,macdh,0.0149782540417093,0.006952523284311,4.0,32.0,50.0,4H,0.0123298762124235
1091,close,24.0,103.0,45.0,macd,0.0152118525790536,0.0097933682683134,2.0,53.0,14.0,4H,0.012136640279339
1092,close,294.0,620.0,6.0,macdh,0.0431704264926499,0.0093803792228333,3.0,210.0,447.0,4H,0.0117441676486447
1093,HLC/3,145.0,573.0,2.0,macdh,0.0235587441932761,0.0081302261572938,5.0,131.0,472.0,4H,0.011528733055228
1094,HL/2,60.0,419.0,15.0,macdh,0.0206150300957239,0.012282707351584,2.0,100.0,192.0,4H,0.0114959034943191
1095,close,22.0,621.0,7.0,macdh,0.0173376530678998,0.006571595717332,4.0,63.0,421.0,4H,0.01109892195194
1096,HLC/3,73.0,429.0,6.0,macdh,0.0106235977913757,0.0123161672958215,4.0,143.0,124.0,4H,0.010153421032772
1097,low,192.0,403.0,33.0,macds,0.0400963188248556,0.0056432925004754,1.0,22.0,240.0,4H,0.0096731001663588
1098,HL/2,57.0,351.0,50.0,macdh,0.009751601888154,0.0040906746634298,3.0,26.0,105.0,4H,0.0092747091611013
1099,HL/2,14.0,133.0,28.0,macds,0.0027468678376945,0.0126831365929281,4.0,29.0,493.0,4H,0.0082299046873179
1100,low,95.0,341.0,17.0,macdh,0.0025289972143655,0.0175158184900058,1.0,61.0,70.0,4H,0.0076230060133965
396,HL/2,227.0,402.0,35.0,macdh,0.0008922491719529958,0.027409145706285363,2.0,15.0,254.0,4H,0.007607081212247784
1101,OHLC/4,74.0,555.0,7.0,macdh,0.0045998177595721,0.0079495677096062,6.0,92.0,339.0,4H,0.0060313120159959
1102,low,95.0,287.0,15.0,macdh,0.0006579347485551,0.0350483235565771,6.0,138.0,131.0,4H,0.0056926351950472
1103,HLCC/4,267.0,658.0,40.0,macdh,0.0136590729589916,0.0009207627197426,3.0,15.0,49.0,4H,0.005324147344534
1104,HL/2,23.0,194.0,33.0,macds,0.0012762788435902,0.0103527503784661,3.0,17.0,21.0,4H,0.0050933138424583
1105,close,37.0,662.0,24.0,macdh,0.0009901327093907,0.0109354009413913,6.0,154.0,250.0,4H,0.0044245866220751
1106,low,22.0,508.0,8.0,macdh,0.0041571664463283,0.0019668967852719,5.0,119.0,317.0,4H,0.0043403657515458
1107,high,59.0,177.0,25.0,macds,0.0001555138902425,0.0372385117564069,5.0,66.0,184.0,4H,0.0028506276783238
1108,open,39.0,261.0,32.0,macdh,-0.0234660547374437,-0.0006356102947047,2.0,131.0,6.0,4H,-0.0049231189564716
1109,OHLC/4,16.0,605.0,35.0,macdh,-0.0025368679852243,-0.0088213915471948,6.0,129.0,65.0,4H,-0.0056360519123415
1110,OHLC/4,58.0,255.0,20.0,macds,-0.1825566217555874,-0.0001910488685043,5.0,41.0,68.0,4H,-0.0059369642927003
1111,HL/2,253.0,679.0,18.0,macdh,-0.0376824124195139,-0.0016372555872111,5.0,79.0,391.0,4H,-0.0079028133022892
1112,close,128.0,464.0,2.0,macdh,-0.0020810549110645,-0.0322467488656227,6.0,94.0,344.0,4H,-0.0081274284344576
1113,OHLC/4,89.0,112.0,25.0,macds,-0.0360497203354744,-0.0045756464597892,4.0,63.0,288.0,4H,-0.008705721787318
1114,high,115.0,211.0,47.0,macd,-0.007633210902789,-0.0144959767601528,2.0,78.0,38.0,4H,-0.0087237256436639
1115,HLCC/4,109.0,219.0,14.0,macd,-0.0084820714047307,-0.015608791499717,1.0,98.0,218.0,4H,-0.0092613468903868
1116,close,251.0,597.0,20.0,macdh,-0.0042147075099213,-0.0193975266602999,5.0,78.0,380.0,4H,-0.0093505667072054
1117,close,24.0,463.0,31.0,macdh,-0.0074277926453825,-0.015487670098865,2.0,127.0,71.0,4H,-0.0097269932809874
1118,HL/2,109.0,388.0,35.0,macdh,-0.0126622928269052,-0.0061596342087944,4.0,31.0,192.0,4H,-0.0097817413210973
1119,HLC/3,15.0,308.0,37.0,macdh,-0.0113779399767692,-0.0106179930154129,1.0,114.0,448.0,4H,-0.0098870186542428
1120,HLCC/4,10.0,181.0,25.0,macds,-0.0168187094626581,-0.0048169590528291,5.0,22.0,361.0,4H,-0.0104287250969168
1121,high,229.0,258.0,26.0,macdh,-0.0041640488589165,-0.0125742051178838,6.0,19.0,317.0,4H,-0.0104826965144383
1122,HL/2,7.0,354.0,7.0,macdh,-0.0033779121183722,-0.0451932231533785,3.0,101.0,121.0,4H,-0.0115143798982901
1123,high,7.0,607.0,50.0,macdh,-0.0161919890472997,-0.0142633152370211,3.0,95.0,384.0,4H,-0.0132182378008224
1124,HLC/3,8.0,412.0,6.0,macdh,-0.007691301230769,-0.0185312910311344,6.0,55.0,366.0,4H,-0.013689660174226
1125,open,178.0,564.0,21.0,macdh,-0.0431759587627346,-0.0180035529449539,5.0,224.0,478.0,4H,-0.0145955366323525
1126,OHLC/4,33.0,76.0,38.0,macd,-0.0313819392348716,-0.0260233600561838,3.0,312.0,412.0,4H,-0.014837738507243
1127,HLCC/4,9.0,684.0,23.0,macdh,-0.0224644376936171,-0.0167690564056908,5.0,98.0,218.0,4H,-0.0155597062095849
165,open,123.0,380.0,5.0,macdh,-0.01565673130879847,-0.03226041402651526,2.0,63.0,35.0,4H,-0.01715761868655816
1128,HLC/3,13.0,234.0,43.0,macdh,-0.0295279767395963,-0.0220168176968757,6.0,139.0,325.0,4H,-0.0173257778321603
1129,HL/2,74.0,313.0,26.0,macds,-0.0246196070950753,-0.0352208010914279,3.0,157.0,54.0,4H,-0.0173278175283176
1130,OHLC/4,174.0,204.0,36.0,macdh,-0.005564199173592,-0.0265817098879718,1.0,13.0,272.0,4H,-0.0174620821625888
1131,HLC/3,115.0,240.0,15.0,macdh,-0.0283941610656405,-0.0101797060264011,2.0,33.0,211.0,4H,-0.0179472573875696
1132,HLC/3,282.0,557.0,34.0,macds,-0.036611604003331,-0.0399369061942076,1.0,20.0,102.0,4H,-0.0180170792407355
1133,HL/2,4.0,699.0,12.0,macdh,-0.0058154165983889,-0.1762902485206143,1.0,174.0,110.0,4H,-0.0183225869235447
1134,HL/2,74.0,622.0,15.0,macdh,-0.0136598795338446,-0.0068669254378937,1.0,7.0,102.0,4H,-0.0183619039891144
1135,open,218.0,679.0,29.0,macdh,-0.100487460491777,-0.0158131915690078,4.0,201.0,293.0,4H,-0.0185238162729241
1136,high,165.0,190.0,8.0,macdh,-0.0108638652045214,-0.0262081838476531,3.0,36.0,127.0,4H,-0.0189762697628027
1137,HLCC/4,14.0,59.0,4.0,macd,-0.0407904080026926,-0.0224708404202828,4.0,114.0,4.0,4H,-0.0194277475115055
1138,low,189.0,428.0,35.0,macdh,-0.1111551888742046,-0.0167842905322032,3.0,232.0,471.0,4H,-0.0195417854233479
1139,close,85.0,130.0,21.0,macds,-0.0541668961409656,-0.0363843947006275,3.0,129.0,449.0,4H,-0.0199022891700927
1140,high,101.0,222.0,4.0,macds,-0.0356154485198827,-0.043560034557326,3.0,36.0,36.0,4H,-0.021035812670739
1141,HLCC/4,111.0,659.0,29.0,macdh,-0.0148183064544984,-0.0232994890779616,2.0,9.0,96.0,4H,-0.021798272372219
1142,high,102.0,224.0,4.0,macd,-0.0387228104622327,-0.0461815228130728,3.0,153.0,157.0,4H,-0.0220561034507452
1143,HLCC/4,206.0,241.0,7.0,macdh,-0.019994918462719,-0.0271956258482251,6.0,41.0,39.0,4H,-0.0221555684305427
1144,high,269.0,619.0,20.0,macdh,-0.0328516583729895,-0.036710413751355,3.0,65.0,277.0,4H,-0.0229323657145107
1145,close,36.0,663.0,34.0,macdh,-0.0978219730819825,-0.0208619494353227,5.0,182.0,460.0,4H,-0.0230487575219079
203,open,248.0,280.0,15.0,macdh,-0.011899634555652723,-0.06654323337846191,6.0,56.0,341.0,4H,-0.023312338231067105
1146,HLCC/4,38.0,248.0,14.0,macdh,-0.0438818607181955,-0.0365274273047439,2.0,154.0,314.0,4H,-0.023406224644375
404,HLC/3,254.0,547.0,48.0,macds,-0.04802395163495663,-0.06730446486730908,1.0,15.0,438.0,4H,-0.02347040515501497
1147,low,242.0,539.0,46.0,macds,-0.030576575029118,-0.106224417994973,1.0,37.0,402.0,4H,-0.0235084716985788
1148,close,204.0,630.0,35.0,macds,-0.0534723950237503,-0.0607987394031552,3.0,5.0,161.0,4H,-0.0235158889626473
207,close,73.0,104.0,45.0,macds,-0.0987891337626807,-0.03415243431376791,4.0,56.0,206.0,4H,-0.02380840369322281
300,low,96.0,211.0,44.0,macd,-0.016285992887952905,-0.20732475706894635,1.0,170.0,330.0,4H,-0.023814518174281683
1149,OHLC/4,49.0,56.0,43.0,macd,-0.0722988673888837,-0.0471596447399714,4.0,342.0,403.0,4H,-0.0238920823692116
1150,HLCC/4,87.0,531.0,34.0,macdh,-0.0197654898029618,-0.0249246144889084,5.0,14.0,444.0,4H,-0.0239826970066518
1151,low,197.0,209.0,2.0,macdh,-0.0293093925562944,-0.0276375621043231,1.0,60.0,20.0,4H,-0.024430162257156
1152,HLCC/4,222.0,600.0,43.0,macdh,-0.0364128728178071,-0.009522130496774,3.0,4.0,440.0,4H,-0.0248016505016457
1153,open,293.0,355.0,20.0,macdh,-0.0346519980316116,-0.0440788420954447,4.0,46.0,31.0,4H,-0.0248114885069867
1154,high,27.0,553.0,15.0,macdh,-0.0477208560781078,-0.0439515165349025,5.0,137.0,315.0,4H,-0.025601025329118
1155,high,37.0,550.0,9.0,macdh,-0.0422823428553777,-0.0409575682504042,5.0,98.0,56.0,4H,-0.0258720635321435
1156,close,114.0,293.0,45.0,macdh,-0.0467723574426297,-0.0313966752060468,5.0,41.0,233.0,4H,-0.0260226421023207
1157,HLCC/4,20.0,671.0,15.0,macdh,-0.0493181174301973,-0.0446722724629549,4.0,176.0,58.0,4H,-0.0260242471209933
1158,HLCC/4,83.0,243.0,7.0,macd,-0.0625869689612013,-0.047707643056263,2.0,145.0,154.0,4H,-0.026166223325024
380,HL/2,149.0,424.0,47.0,macdh,-0.058045257347256886,-0.022374713974310647,1.0,23.0,331.0,4H,-0.0262956608425121
1159,open,247.0,278.0,15.0,macdh,-0.0219428659414498,-0.0608673261145117,4.0,47.0,123.0,4H,-0.026542095232352
1160,HLC/3,53.0,681.0,22.0,macdh,-0.1027799541163858,-0.031388507615724,6.0,167.0,466.0,4H,-0.026849947802959
1161,close,287.0,700.0,6.0,macdh,-0.0415666133681888,-0.0796279627320026,3.0,132.0,15.0,4H,-0.0270803225124201
1162,HLC/3,155.0,158.0,15.0,macd,-0.0541342537384992,-0.0611674994686684,2.0,77.0,452.0,4H,-0.0270841188255027
1163,HLCC/4,138.0,502.0,39.0,macdh,-0.158723978049775,-0.0315499463011201,3.0,219.0,448.0,4H,-0.027158162656912
1164,low,80.0,358.0,12.0,macdh,-0.0518758809603756,-0.0323516295042215,6.0,70.0,476.0,4H,-0.0272070192436482
197,OHLC/4,21.0,551.0,26.0,macdh,-0.04874432239571023,-0.05568883587907069,1.0,130.0,45.0,4H,-0.027899348040181567
1165,low,200.0,627.0,33.0,macdh,-0.1319754183143705,-0.0423112285997313,2.0,218.0,273.0,4H,-0.028162393231983
337,close,37.0,209.0,28.0,macdh,-0.05513178921546053,-0.052027653118104915,2.0,177.0,404.0,4H,-0.02841681740527799
1166,high,109.0,172.0,12.0,macd,-0.0293177119832726,-0.0991059550824072,4.0,31.0,295.0,4H,-0.0285390779316894
1167,OHLC/4,155.0,522.0,6.0,macds,-0.1893100774793451,-0.031226334574178,3.0,17.0,308.0,4H,-0.0287024021066637
1168,OHLC/4,139.0,165.0,44.0,macds,-0.0733897351430383,-0.0538154973821268,2.0,41.0,364.0,4H,-0.0287230999691495
1169,low,245.0,646.0,28.0,macdh,-0.0131894028744537,-0.0395424809996644,2.0,3.0,252.0,4H,-0.0288413527836012
1170,low,58.0,339.0,26.0,macdh,-0.0927321381747049,-0.0439466881228709,2.0,139.0,216.0,4H,-0.0290247992910471
1171,close,18.0,17.0,18.0,macd,-0.0295778862393792,-0.0693272965533725,2.0,155.0,74.0,4H,-0.0290860144211967
1172,low,66.0,569.0,4.0,macdh,-0.0570830301134958,-0.0745051705590301,2.0,109.0,69.0,4H,-0.0294407064770153
1173,high,65.0,294.0,30.0,macdh,-0.0197320308755254,-0.0554334291698178,1.0,22.0,339.0,4H,-0.0297201906574119
1174,HLCC/4,34.0,633.0,37.0,macdh,-0.0871270168997499,-0.0503993745760905,5.0,93.0,108.0,4H,-0.0297561277164407
1175,OHLC/4,239.0,599.0,21.0,macdh,-0.1339873013654029,-0.0492908121999273,4.0,202.0,6.0,4H,-0.0297826406843617
1176,OHLC/4,35.0,426.0,37.0,macdh,-0.1129778559912457,-0.0417574613249069,2.0,177.0,463.0,4H,-0.0304761116228582
1177,HLCC/4,106.0,500.0,2.0,macdh,-0.0465255338313623,-0.076427677279769,1.0,146.0,263.0,4H,-0.030526522796498
50,open,50.0,566.0,43.0,macd,-0.05743622387189347,-0.050175030305921554,4.0,8.0,399.0,4H,-0.030658989805788794
1178,low,3.0,85.0,26.0,macd,-0.0410804299516551,-0.0298261632165202,2.0,43.0,277.0,4H,-0.0308660605667348
1179,HL/2,269.0,506.0,26.0,macdh,-0.1406666203386565,-0.0528464388501748,4.0,234.0,177.0,4H,-0.0309805357522125
1180,HLCC/4,246.0,540.0,17.0,macdh,-0.1078411955927973,-0.0699414698302526,3.0,232.0,454.0,4H,-0.03113100539687
1181,close,45.0,445.0,26.0,macdh,-0.0918408842061781,-0.0550925791658289,1.0,120.0,25.0,4H,-0.0311956091449721
1182,low,39.0,58.0,12.0,macd,-0.0888116717611225,-0.0855322536175933,5.0,269.0,432.0,4H,-0.0312046980012908
1183,close,136.0,177.0,33.0,macd,-0.0681128625579568,-0.0753827957860237,6.0,114.0,205.0,4H,-0.0313485560229339
1184,HL/2,139.0,148.0,30.0,macd,-0.1013806572194068,-0.078693370870599,4.0,179.0,13.0,4H,-0.0317188729613597
1185,high,34.0,281.0,33.0,macdh,-0.0602030826031379,-0.0539535652537237,5.0,147.0,37.0,4H,-0.0319065337314423
1186,high,31.0,223.0,46.0,macds,-0.2443251236938987,-0.0333679645442522,2.0,48.0,59.0,4H,-0.0319486573344536
1187,open,49.0,264.0,7.0,macd,-0.0767029972974076,-0.0721665406154943,2.0,65.0,105.0,4H,-0.032143992959591
1188,low,12.0,257.0,15.0,macdh,-0.0567828079539716,-0.060087169216107,1.0,143.0,226.0,4H,-0.0324339271134807
369,low,108.0,189.0,44.0,macd,-0.15203783506797977,-0.05625133674721149,6.0,173.0,200.0,4H,-0.03246246580773572
1189,HLC/3,34.0,451.0,6.0,macdh,-0.0502234003278875,-0.0505862235952382,5.0,64.0,457.0,4H,-0.0328868392841889
1190,OHLC/4,95.0,190.0,13.0,macd,-0.0441269289078402,-0.1358190715793075,2.0,32.0,92.0,4H,-0.0330069379644077
1191,HLC/3,235.0,457.0,5.0,macd,-0.1010026709865244,-0.0461199666346595,5.0,4.0,196.0,4H,-0.0334018568198352
