,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
61,431.0,261.0,25.0,sma,StochAstic_k,0.7003048369063868,0.6980416044451203,1.0,15.0,355.0,4H,0.180350171662708
94,396.0,100.0,33.0,ema,StochAstic_k,0.2997621380161384,0.28835558556263335,4.0,38.0,309.0,4H,0.08842974601322036
35,340.0,273.0,27.0,ema,StochAstic_k,-0.09148232347315924,-0.12595175298243463,5.0,38.0,382.0,4H,-0.04104222381206365
55,310.0,188.0,12.0,ema,StochAstic_d,-0.1648064598610941,-0.1321534915604226,5.0,28.0,89.0,4H,-0.04433066926444377
47,48.0,10.0,17.0,wma,StochAstic_d,-0.06529489847171202,-0.08973899810150171,1.0,6.0,150.0,4H,-0.06459607047793837
62,425.0,57.0,12.0,ema,StochAstic_d,-0.49401694116189615,-0.4242548979914465,3.0,149.0,213.0,4H,-0.09429230077460257
60,376.0,161.0,37.0,ema,StochAstic_k,-0.49458563228134855,-0.4170593803048686,6.0,141.0,466.0,4H,-0.1073652022737575
13,391.0,283.0,36.0,ema,StochAstic_k,-0.5876802471059528,-0.6953170512077492,4.0,106.0,2.0,4H,-0.11779530695507996
76,462.0,29.0,14.0,wma,StochAstic_d,-0.9999999999999943,-0.9999999999999949,1.0,176.0,288.0,4H,-0.12599210498948687
15,187.0,175.0,21.0,ema,StochAstic_k,-0.9999999999999972,-0.9999999999999962,6.0,228.0,184.0,4H,-0.12599210498948707
10,397.0,96.0,12.0,sma,StochAstic_d,-0.9999999999999966,-1.0,3.0,118.0,492.0,4H,-0.12599210498948718
89,840.0,12.0,10.0,ema,StochAstic_k,-1.0,-1.0000000000000002,5.0,124.0,395.0,4H,-0.12599210498948735
81,388.0,64.0,22.0,wma,StochAstic_d,-1.0000000000000002,-1.0000000000000002,3.0,116.0,92.0,4H,-0.12599210498948735
39,384.0,242.0,2.0,sma,StochAstic_k,-1.0,-1.000000000000003,3.0,137.0,425.0,4H,-0.12599210498948746
56,322.0,128.0,22.0,sma,StochAstic_d,-1.0000000000000029,-1.0000000000000027,4.0,107.0,120.0,4H,-0.12599210498948757
87,608.0,586.0,40.0,sma,StochAstic_d,-1.0000000000000109,-1.0000000000000009,3.0,52.0,355.0,4H,-0.12599210498948782
57,371.0,17.0,47.0,sma,StochAstic_k,-0.9999999999999999,-1.0000000000000124,4.0,232.0,49.0,4H,-0.12599210498948785
5,275.0,131.0,42.0,sma,StochAstic_d,-0.6526904394482035,-0.6329527928860952,5.0,38.0,460.0,4H,-0.135334941862027
46,209.0,180.0,33.0,ema,StochAstic_d,-0.9992929117314286,-0.9990404212660173,4.0,152.0,152.0,4H,-0.15865190313444322
11,210.0,94.0,31.0,wma,StochAstic_d,-0.9999854360745702,-0.9998898046837565,3.0,137.0,262.0,4H,-0.15873350357548172
