,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
1057,high,216.0,467.0,21.0,macd,0.8922879292841176,0.8680193759324534,5.0,2.0,237.0,4H,0.2915601323044468
4012,high,5.0,565.0,41.0,macd,0.8765784908724611,0.8819690703276647,4.0,9.0,224.0,4H,0.2647393321428805
2780,high,4.0,345.0,5.0,macds,0.7891302943238302,0.7882942896688968,2.0,19.0,126.0,4H,0.25289300378266494
1320,HLCC/4,208.0,418.0,2.0,macd,0.8669914377728815,0.8476493236450247,6.0,4.0,83.0,4H,0.2365018330368845
1291,open,31.0,641.0,19.0,macd,0.7651616430958214,0.7663340675181644,5.0,4.0,496.0,4H,0.234529782884117
4825,high,10.0,176.0,35.0,macd,0.5311003406386148,0.5324663264197709,6.0,10.0,173.0,4H,0.2281599113393674
4442,OHLC/4,11.0,465.0,14.0,macds,0.6654078631755805,0.6745412603776401,5.0,11.0,240.0,4H,0.21453906147221005
3256,open,244.0,431.0,34.0,macd,0.9190536129228177,0.8914096144894748,4.0,3.0,126.0,4H,0.21422318347887595
2791,HLCC/4,2.0,498.0,35.0,macd,0.7436450823915607,0.7265685671451648,2.0,23.0,264.0,4H,0.2052362635642756
3358,HLC/3,85.0,454.0,32.0,macd,0.6147059932998361,0.5342017166655253,1.0,2.0,54.0,4H,0.20438484573627103
3355,low,3.0,448.0,35.0,macd,0.6563746574638359,0.6159525933470751,4.0,39.0,288.0,4H,0.2007133977049808
4494,low,235.0,614.0,48.0,macdh,0.4609057665087019,0.45615214346276906,6.0,2.0,182.0,4H,0.1999102916550571
722,high,147.0,617.0,30.0,macd,0.8159478232150976,0.7982088148478905,4.0,13.0,60.0,4H,0.18674958091465904
1130,low,286.0,311.0,25.0,macd,0.7527219491075445,0.7159565305859271,6.0,6.0,358.0,4H,0.18630913965041082
1448,OHLC/4,18.0,102.0,15.0,macds,0.40946774847967027,0.40783957443768754,5.0,7.0,478.0,4H,0.18183208642851825
3088,HLC/3,78.0,611.0,21.0,macd,0.5522694824472285,0.42499413771035316,1.0,4.0,300.0,4H,0.17284316964748864
3748,close,6.0,291.0,12.0,macds,0.4731793554500708,0.46689851033887797,6.0,32.0,208.0,4H,0.16939099503458005
2356,high,8.0,180.0,50.0,macd,0.40711660444476655,0.3944819533196028,1.0,21.0,480.0,4H,0.16505727174768176
3832,OHLC/4,189.0,666.0,49.0,macd,0.8546785856448262,0.8426233609921322,1.0,8.0,148.0,4H,0.1628780355829165
841,low,26.0,209.0,25.0,macd,0.3785905847486548,0.378046285772408,1.0,15.0,303.0,4H,0.16253442024988818
2040,low,105.0,409.0,11.0,macd,0.43882465105318624,0.36680531609295075,2.0,3.0,197.0,4H,0.16115112009507845
4168,OHLC/4,240.0,561.0,6.0,macd,0.9950638376767338,0.9949774241245432,1.0,13.0,200.0,4H,0.1582127164302554
3429,OHLC/4,279.0,555.0,38.0,macd,0.9934559848553911,0.9959495229013896,1.0,17.0,410.0,4H,0.158178935991263
3670,OHLC/4,244.0,480.0,50.0,macd,0.9925276685036994,0.9924373867303713,3.0,9.0,338.0,4H,0.15794355541806573
4158,open,227.0,463.0,20.0,macd,0.9894870164270091,0.9821738535199146,3.0,10.0,331.0,4H,0.15723630154890234
583,close,245.0,586.0,21.0,macds,0.9888803678905402,0.9770395563140503,6.0,20.0,444.0,4H,0.1569297553633396
70,high,29.0,144.0,23.0,macd,0.41017913698147873,0.3911632003512855,6.0,25.0,479.0,4H,0.15225962161265902
375,OHLC/4,168.0,689.0,19.0,macdh,0.30976931555051507,0.3128255509633078,6.0,7.0,362.0,4H,0.15166348749818748
4736,close,104.0,490.0,44.0,macd,0.47133303371049284,0.44954744812678316,1.0,5.0,79.0,4H,0.15022462642017254
3437,HL/2,210.0,654.0,34.0,macd,0.5495748867823459,0.5405426466213177,6.0,5.0,179.0,4H,0.143753672204484
129,HL/2,16.0,273.0,49.0,macd,0.3778066342024268,0.36969759160002597,5.0,20.0,95.0,4H,0.14083655683966523
3539,HLCC/4,62.0,230.0,11.0,macd,0.30268885166922044,0.2871438299812607,6.0,6.0,405.0,4H,0.14063129121683596
992,OHLC/4,194.0,215.0,46.0,macds,0.7915359870365173,0.7917737771703361,5.0,118.0,418.0,4H,0.13584508298911774
654,open,135.0,335.0,5.0,macds,0.7865940309893849,0.7961052354844576,3.0,127.0,40.0,4H,0.1358085271422415
2404,high,209.0,268.0,36.0,macdh,0.2310047817791121,0.23070939604555804,4.0,7.0,317.0,4H,0.1348387427940092
2335,low,162.0,206.0,49.0,macds,0.7509119535073406,0.791898439200248,4.0,106.0,51.0,4H,0.1334871616439645
1659,close,71.0,79.0,36.0,macd,0.29964740027232256,0.29832768987828967,5.0,18.0,498.0,4H,0.12897487243348374
283,high,146.0,272.0,41.0,macds,0.7293581537403073,0.7289359174199168,5.0,91.0,50.0,4H,0.1285967702520585
3356,HLCC/4,195.0,287.0,35.0,macds,0.7310014500214882,0.7247996474022996,6.0,84.0,181.0,4H,0.1284493963748924
3841,low,9.0,338.0,40.0,macds,0.3246979190940587,0.3222601620598068,3.0,6.0,283.0,4H,0.12791025774469456
3138,OHLC/4,42.0,133.0,5.0,macd,0.28303489920334624,0.279337632519698,6.0,9.0,345.0,4H,0.12714938433163106
25,OHLC/4,61.0,111.0,22.0,macd,0.23633838527078715,0.22794226868626036,3.0,6.0,227.0,4H,0.1269738366179573
4823,HL/2,224.0,534.0,27.0,macdh,0.20952154099122652,0.2160049180820991,6.0,3.0,277.0,4H,0.1258099525356575
1619,HL/2,90.0,86.0,3.0,macds,0.3442884027402485,0.31860299314857227,3.0,35.0,346.0,4H,0.12545315375937996
1849,HLC/3,185.0,601.0,19.0,macdh,0.22605945759684926,0.22650043672562162,3.0,6.0,193.0,4H,0.12484134544834034
75,HL/2,55.0,113.0,21.0,macds,0.3410300788663342,0.3126874432471469,1.0,11.0,168.0,4H,0.12427731944528732
248,open,46.0,127.0,31.0,macds,0.3261601546994207,0.3218972878909433,1.0,19.0,311.0,4H,0.12363466100519366
4792,HLCC/4,11.0,47.0,25.0,macd,0.4827800103236914,0.4784868478253683,2.0,161.0,315.0,4H,0.12271653680081396
2015,HL/2,41.0,137.0,43.0,macds,0.3328678392777445,0.33367750592304546,4.0,5.0,476.0,4H,0.1211266157846696
1005,HL/2,31.0,98.0,42.0,macds,0.3664455255055774,0.3400183422509919,2.0,34.0,130.0,4H,0.12037785529387349
3189,close,137.0,136.0,6.0,macds,0.6598176689644086,0.6526997352822865,2.0,206.0,156.0,4H,0.11987605887197528
190,OHLC/4,14.0,87.0,20.0,macds,0.30861795682326704,0.31754243461336096,3.0,66.0,114.0,4H,0.11617543702450717
2605,OHLC/4,298.0,347.0,8.0,macdh,0.5230837919075021,0.49304870325769506,3.0,95.0,104.0,4H,0.11566557243929751
3183,HL/2,42.0,146.0,13.0,macds,0.28222259257118976,0.3034112799147069,6.0,38.0,238.0,4H,0.11551330280594652
2463,HLCC/4,206.0,237.0,38.0,macd,0.20709460159538487,0.24057521969759366,1.0,2.0,157.0,4H,0.11433529271988074
1086,OHLC/4,11.0,105.0,39.0,macds,0.27624642015186934,0.2644690201192356,3.0,47.0,199.0,4H,0.11347507719265884
647,low,57.0,103.0,11.0,macds,0.25879023518569255,0.30756137677741624,4.0,39.0,290.0,4H,0.11273291291039429
2827,HL/2,157.0,378.0,21.0,macdh,0.16872083114228403,0.18213799591109467,2.0,6.0,312.0,4H,0.11223001746268457
2256,OHLC/4,162.0,679.0,17.0,macdh,0.5874982223931855,0.543695859845918,6.0,87.0,306.0,4H,0.1085111063327188
62,open,62.0,564.0,39.0,macdh,0.13184989247677653,0.15415675595886086,1.0,2.0,320.0,4H,0.1080134929775411
3054,OHLC/4,41.0,96.0,18.0,macd,0.2224034131023454,0.2072560372239215,2.0,26.0,54.0,4H,0.10046707836216366
2424,HLC/3,252.0,507.0,49.0,macdh,0.5014507657581286,0.4805353715089777,3.0,67.0,352.0,4H,0.0987804993034306
4743,HLC/3,2.0,142.0,50.0,macd,0.311238301134332,0.30238005883043884,1.0,85.0,413.0,4H,0.09799758976693579
3975,HL/2,2.0,158.0,6.0,macds,0.20246821266481804,0.19212147697936127,3.0,26.0,389.0,4H,0.09773452407816914
733,close,73.0,78.0,8.0,macd,0.23059086306347035,0.19892199239144442,2.0,41.0,217.0,4H,0.0971668887455086
3217,OHLC/4,258.0,467.0,27.0,macdh,0.15763630799162884,0.15603475975484551,3.0,4.0,441.0,4H,0.0960270020998185
2426,HLC/3,124.0,641.0,34.0,macdh,0.17226858595112948,0.16920952817100396,5.0,9.0,286.0,4H,0.09562777536373947
1030,HLC/3,11.0,172.0,8.0,macds,0.19342001987346652,0.19653923452050653,2.0,39.0,38.0,4H,0.09421595505667682
4582,low,25.0,62.0,4.0,macds,0.35846532738017334,0.3753354913824555,4.0,161.0,374.0,4H,0.09311207664852128
2828,HLC/3,5.0,186.0,6.0,macdh,0.21338563613535688,0.21052977823588806,4.0,73.0,202.0,4H,0.08957762957567857
61,close,11.0,89.0,45.0,macd,0.34820198385379514,0.3256364775078758,1.0,206.0,157.0,4H,0.08795054059986643
4984,open,84.0,102.0,18.0,macd,0.14001710150624264,0.1366002924825472,3.0,8.0,5.0,4H,0.08663709395825368
2345,HLCC/4,224.0,412.0,4.0,macdh,0.12558861022191758,0.12215047481322552,4.0,10.0,184.0,4H,0.08637039414207515
1150,HLCC/4,25.0,63.0,4.0,macd,0.4161798239749678,0.37143803710195167,4.0,214.0,106.0,4H,0.08519402356535404
2165,open,186.0,678.0,36.0,macdh,0.14295295172426475,0.14757897788421123,3.0,5.0,375.0,4H,0.08390578126499873
348,HLCC/4,3.0,139.0,34.0,macd,0.17569221256274264,0.16283034051944073,2.0,50.0,10.0,4H,0.08301806622574495
1422,HLC/3,177.0,426.0,11.0,macdh,0.2564576443207781,0.22095459041030718,3.0,81.0,100.0,4H,0.08275093174246945
1571,low,15.0,63.0,46.0,macds,0.16190029053663407,0.18517766430652982,6.0,61.0,489.0,4H,0.08141471589785429
4068,low,17.0,80.0,34.0,macds,0.12762626431516544,0.14722605828675647,3.0,17.0,424.0,4H,0.0787588494996937
3228,OHLC/4,200.0,228.0,49.0,macdh,0.13849767885451267,0.13583510612058794,3.0,19.0,377.0,4H,0.0745233554029761
1411,OHLC/4,13.0,60.0,26.0,macds,0.10190007193960732,0.11468216989046118,1.0,16.0,350.0,4H,0.07351620888661684
2730,HLC/3,21.0,70.0,16.0,macds,0.2776094286830312,0.35458779014792796,5.0,200.0,331.0,4H,0.07329471496232401
3072,low,20.0,52.0,18.0,macd,0.3008643953090834,0.3248701161028145,1.0,195.0,448.0,4H,0.07312179606097956
2817,HLC/3,36.0,66.0,8.0,macds,0.2682489894778648,0.3583395383754716,4.0,231.0,223.0,4H,0.07271616034151746
275,OHLC/4,11.0,58.0,6.0,macd,0.25548741603143266,0.24633121415499556,6.0,204.0,197.0,4H,0.0722792111287639
2603,open,207.0,332.0,15.0,macdh,0.18861560629353333,0.14159336493463276,5.0,78.0,158.0,4H,0.07204151780113487
176,high,33.0,108.0,30.0,macd,0.14098850509523703,0.13115826767889396,1.0,47.0,371.0,4H,0.07177994553093456
2319,high,187.0,280.0,48.0,macdh,0.3011324617903801,0.30256542224316163,6.0,208.0,62.0,4H,0.07142972094552795
2693,HL/2,254.0,291.0,48.0,macdh,0.13597496101507683,0.12306571626689107,1.0,13.0,116.0,4H,0.06942917543454262
4123,low,177.0,246.0,6.0,macdh,0.27949752663527405,0.2669810513719699,5.0,245.0,347.0,4H,0.06683020599481107
2279,high,275.0,673.0,47.0,macdh,0.12217354459594447,0.11905798286734148,1.0,9.0,104.0,4H,0.0662605795345696
2775,open,177.0,400.0,31.0,macdh,0.17413434930093125,0.18804654868920861,5.0,73.0,314.0,4H,0.06398525923158563
2707,OHLC/4,29.0,520.0,9.0,macd,0.2315426916375467,0.18502229500170644,5.0,65.0,277.0,4H,0.06358218726942375
607,HLCC/4,8.0,116.0,33.0,macd,0.2760877816959481,0.23238622094432096,3.0,225.0,19.0,4H,0.06354858001123496
466,HLC/3,207.0,272.0,38.0,macdh,0.21530882541389065,0.2922515733685983,2.0,351.0,259.0,4H,0.06313830135642648
542,HLC/3,128.0,666.0,7.0,macdh,0.23197307772621134,0.269597738072158,5.0,111.0,389.0,4H,0.06300929301013222
1740,HLCC/4,198.0,305.0,28.0,macdh,0.21455210921822143,0.2897010160778732,5.0,302.0,40.0,4H,0.0628802509158904
3468,OHLC/4,73.0,305.0,11.0,macdh,0.10417733267346124,0.09871310679901997,2.0,42.0,138.0,4H,0.06272679509938638
3283,HLCC/4,3.0,12.0,13.0,macds,0.16752143505615016,0.17336225964259436,5.0,195.0,436.0,4H,0.061475911526758666
4725,HL/2,4.0,98.0,37.0,macds,0.11289555126733408,0.10095760598066246,1.0,38.0,152.0,4H,0.06108697542183162
127,OHLC/4,2.0,468.0,44.0,macds,0.26572003198565775,0.14147524583661014,1.0,56.0,457.0,4H,0.06087215373184687
4753,HLCC/4,221.0,298.0,17.0,macdh,0.223982488790796,0.2363634405204432,4.0,230.0,297.0,4H,0.05960528745597075
683,HLC/3,199.0,432.0,4.0,macdh,0.25369228898531476,0.203805574009693,3.0,218.0,293.0,4H,0.05913724730546692
2158,low,268.0,450.0,38.0,macdh,0.12099577340150582,0.09027745707335406,4.0,41.0,381.0,4H,0.05814878893934457
4969,close,5.0,79.0,44.0,macd,0.08675414161149886,0.08625947063998185,2.0,29.0,449.0,4H,0.057945998549177
338,open,75.0,123.0,45.0,macd,0.07692144453048634,0.07190806214875008,6.0,8.0,425.0,4H,0.05729296670600798
1496,low,279.0,311.0,28.0,macdh,0.12363773315757856,0.08184282090613401,1.0,41.0,111.0,4H,0.0566849859037092
661,HLC/3,162.0,652.0,5.0,macdh,0.1629330212042661,0.13887706178784795,1.0,96.0,58.0,4H,0.056568744373450094
837,OHLC/4,194.0,285.0,31.0,macdh,0.1755890263077088,0.2520391433931,3.0,216.0,152.0,4H,0.056148968920198904
3554,HLCC/4,220.0,268.0,19.0,macdh,0.17488423918646992,0.2295127052640302,5.0,239.0,176.0,4H,0.05435078216903809
1311,HL/2,44.0,66.0,37.0,macd,0.09262367027197625,0.07143648303959582,3.0,19.0,321.0,4H,0.05415240689950666
3127,open,54.0,58.0,9.0,macd,0.08362983955816118,0.06758883729145052,2.0,24.0,130.0,4H,0.05409179873937048
509,close,84.0,422.0,9.0,macdh,0.18582854761373924,0.20638112099202752,3.0,216.0,452.0,4H,0.05353208148045812
1692,close,181.0,322.0,30.0,macdh,0.1594989147044055,0.23615280264443586,4.0,268.0,233.0,4H,0.053211268142013705
4967,OHLC/4,178.0,281.0,45.0,macdh,0.15826234716628085,0.22404166503183223,6.0,308.0,208.0,4H,0.05215013797330813
3653,OHLC/4,144.0,395.0,41.0,macdh,0.15085031450175604,0.22197628425277255,5.0,248.0,475.0,4H,0.05116475861171203
4862,low,67.0,102.0,50.0,macd,0.1560103071448947,0.12937240116364693,3.0,65.0,355.0,4H,0.04947457365044081
4090,high,162.0,414.0,26.0,macdh,0.1722518086212725,0.17362175762278428,4.0,230.0,5.0,4H,0.04927303459284959
4752,open,192.0,312.0,27.0,macdh,0.16770223716381183,0.16997386800104256,5.0,375.0,418.0,4H,0.04849091007492201
1344,HLCC/4,257.0,334.0,34.0,macdh,0.1006231975065021,0.0614211469048496,6.0,41.0,205.0,4H,0.04809458484045835
1824,HLCC/4,192.0,271.0,30.0,macdh,0.12844854047308737,0.20603397958890643,3.0,356.0,278.0,4H,0.04730524964778654
3444,OHLC/4,205.0,379.0,11.0,macdh,0.09827070406021393,0.0534341515616658,5.0,57.0,198.0,4H,0.04717997000001351
798,OHLC/4,207.0,322.0,14.0,macdh,0.20118877638368335,0.1257228051333918,4.0,262.0,335.0,4H,0.0465971406378012
3948,OHLC/4,267.0,342.0,42.0,macdh,0.0900449405280043,0.05606800551409829,3.0,39.0,108.0,4H,0.046565914835570585
2052,HLC/3,252.0,276.0,7.0,macdh,0.18142728112309206,0.1380082995344865,5.0,397.0,428.0,4H,0.04643968473517203
2375,HLC/3,250.0,427.0,39.0,macdh,0.09144288141556843,0.059736975655565516,6.0,37.0,207.0,4H,0.04615533204786653
3425,close,163.0,280.0,46.0,macdh,0.11807824610760365,0.19538251479863114,6.0,286.0,155.0,4H,0.04518960307733693
2690,open,18.0,212.0,15.0,macds,0.15423826812746189,0.13892123679787197,3.0,67.0,130.0,4H,0.044090016110040445
677,close,90.0,395.0,17.0,macdh,0.1430083965190327,0.14769953821412019,2.0,296.0,416.0,4H,0.04388002725491948
898,HLC/3,300.0,492.0,4.0,macdh,0.05624942693596455,0.05855465792437838,2.0,41.0,201.0,4H,0.04291708971938211
566,high,4.0,363.0,9.0,macdh,0.10595930697456811,0.09320034098577491,4.0,149.0,13.0,4H,0.042909046678242635
3340,low,71.0,676.0,30.0,macdh,0.11097908669896268,0.08875113178058375,2.0,112.0,373.0,4H,0.04287146697970353
228,open,189.0,422.0,8.0,macdh,0.1518820256100119,0.12272978264212583,1.0,257.0,277.0,4H,0.04208933967678944
4254,low,148.0,239.0,4.0,macdh,0.13774478436862972,0.13445620297422728,1.0,263.0,494.0,4H,0.04199897252642125
1986,low,192.0,220.0,46.0,macdh,0.10115042614327704,0.17197887871509673,2.0,388.0,69.0,4H,0.04113084265383546
4417,HLCC/4,195.0,211.0,34.0,macdh,0.06258956727606249,0.04270624881677292,2.0,18.0,67.0,4H,0.04111392200458408
763,open,122.0,391.0,44.0,macdh,0.09783684491408755,0.1692603306361487,2.0,310.0,400.0,4H,0.040461241561374844
3219,close,179.0,267.0,4.0,macdh,0.11408360804562821,0.09273047983935459,6.0,152.0,389.0,4H,0.03989014991162322
4800,HL/2,8.0,482.0,32.0,macd,0.11819549743090929,0.11653016615227463,2.0,99.0,48.0,4H,0.03805103111898489
3316,HLCC/4,170.0,290.0,26.0,macdh,0.08964916565369803,0.1518160783187769,2.0,218.0,349.0,4H,0.03790018565090759
4782,HL/2,160.0,418.0,13.0,macdh,0.1288304708128372,0.09709272225404435,5.0,271.0,464.0,4H,0.03684866466602061
818,HLCC/4,171.0,273.0,26.0,macdh,0.08362535136102384,0.148118731758062,2.0,360.0,72.0,4H,0.036728453643724644
3993,high,11.0,492.0,35.0,macd,0.1082902089075058,0.11036658852602285,5.0,77.0,385.0,4H,0.036293506849235435
205,close,186.0,341.0,12.0,macdh,0.12064272151477153,0.09877975078091407,4.0,204.0,74.0,4H,0.03625848726747882
4760,low,38.0,80.0,5.0,macds,0.06606660833581118,0.05685344217858449,2.0,76.0,198.0,4H,0.035588253384595286
3188,close,112.0,248.0,5.0,macdh,0.10458910128903927,0.10738825473503798,4.0,381.0,494.0,4H,0.035549574119268554
590,close,178.0,376.0,21.0,macdh,0.0698623521863611,0.03200645481343939,6.0,66.0,321.0,4H,0.0354952514625266
3473,low,168.0,260.0,31.0,macdh,0.07771163563947084,0.14273027244159303,5.0,367.0,492.0,4H,0.03540142240201951
3223,low,167.0,236.0,44.0,macdh,0.07098775220624674,0.14070897471033683,2.0,248.0,251.0,4H,0.03418653395268603
1998,HLC/3,233.0,242.0,31.0,macdh,0.06655163282824748,0.14448735917449287,1.0,275.0,136.0,4H,0.03375588665989779
273,HLC/3,187.0,330.0,8.0,macdh,0.11486832744892371,0.08340562047962649,1.0,193.0,129.0,4H,0.03371464068054434
4169,low,194.0,248.0,14.0,macdh,0.06539221576784536,0.14028756632893133,4.0,435.0,44.0,4H,0.033230362226612825
1305,HLC/3,172.0,241.0,50.0,macdh,0.06561595158345648,0.12777642326878852,3.0,394.0,48.0,4H,0.03224829193072054
4305,HLCC/4,3.0,9.0,43.0,macd,0.0688884586874542,0.02524062507453596,5.0,65.0,148.0,4H,0.03151420527973447
3622,high,214.0,225.0,46.0,macdh,0.054559376183092076,0.13920401413917385,5.0,220.0,16.0,4H,0.03120281063548897
2237,HLCC/4,3.0,478.0,42.0,macd,0.078162777804811,0.08860801794907461,1.0,118.0,448.0,4H,0.030258286653449398
3684,OHLC/4,86.0,362.0,5.0,macdh,0.07817387435088574,0.08262622264648015,6.0,402.0,417.0,4H,0.029562864233032376
1136,open,94.0,366.0,3.0,macdh,0.05993706174202194,0.06782695074390908,3.0,189.0,275.0,4H,0.029001224207957643
751,HLCC/4,16.0,505.0,3.0,macds,0.07841959093473966,0.07151119220438705,3.0,161.0,192.0,4H,0.028202408190840727
2390,open,268.0,427.0,28.0,macdh,0.05001239586541904,0.02690519349966234,5.0,40.0,144.0,4H,0.027819196844843415
1047,close,29.0,630.0,14.0,macd,0.05109736069010409,0.06739974453517068,5.0,60.0,84.0,4H,0.02744117202641562
258,HL/2,82.0,361.0,6.0,macdh,0.06302116919600362,0.07909336518543036,5.0,247.0,242.0,4H,0.027116200331799883
3164,low,32.0,54.0,50.0,macd,0.052378817409487875,0.015573254821220257,2.0,38.0,474.0,4H,0.026951448227369064
1250,high,118.0,262.0,20.0,macdh,0.08207115298825035,0.057344971327308744,6.0,217.0,238.0,4H,0.026602061224768086
5000,high,275.0,388.0,3.0,macdh,0.0374027151775378,0.0184130038364047,5.0,41.0,189.0,4H,0.0261617650190007
3475,close,140.0,305.0,47.0,macdh,0.0369802037580184,0.11337475004353913,5.0,399.0,10.0,4H,0.02559657619743648
4650,OHLC/4,136.0,394.0,39.0,macdh,0.03351868478954031,0.12055338121755176,2.0,266.0,265.0,4H,0.025283786755956748
2451,high,124.0,401.0,34.0,macdh,0.05746574477806965,0.06517388873613861,2.0,314.0,301.0,4H,0.02465173867637951
2337,OHLC/4,98.0,223.0,16.0,macd,0.1370189784417811,0.01694977999124727,4.0,36.0,168.0,4H,0.024063863034571756
1875,close,106.0,125.0,33.0,macd,0.033998105279783274,0.022446244610363746,2.0,27.0,78.0,4H,0.023949161002962092
4694,high,58.0,162.0,3.0,macds,0.03909955473047246,0.022915405219819232,4.0,45.0,167.0,4H,0.02207124676474203
29,low,31.0,54.0,16.0,macd,0.04016196026310402,0.008129297230934114,6.0,30.0,459.0,4H,0.020399228890218096
3976,low,19.0,507.0,32.0,macd,0.02754736107746838,0.026560005493314887,5.0,66.0,477.0,4H,0.018021850514290186
2870,HLC/3,76.0,143.0,28.0,macd,0.023396812740645895,0.01562913335910623,3.0,33.0,408.0,4H,0.018019270005023465
4550,low,151.0,256.0,32.0,macdh,0.016922255732278197,0.08619203720041249,1.0,336.0,299.0,4H,0.018002319436054397
3525,OHLC/4,279.0,274.0,38.0,macdh,0.04063661110719803,0.00763211644621633,1.0,39.0,277.0,4H,0.01773964774973327
4504,HL/2,201.0,424.0,23.0,macdh,0.02605631728015109,0.009106864355623807,3.0,49.0,308.0,4H,0.01680495288296279
2220,high,190.0,267.0,13.0,macdh,0.03842473973565151,0.029778971778336837,4.0,389.0,315.0,4H,0.01660326659563379
245,HLCC/4,122.0,393.0,32.0,macdh,0.011894851457737114,0.08935752594133987,4.0,204.0,470.0,4H,0.016200063494661108
1586,close,42.0,44.0,49.0,macds,0.03141534072162119,0.017961329619837697,4.0,168.0,64.0,4H,0.015015639597381645
3992,OHLC/4,221.0,237.0,5.0,macdh,0.016632001798156177,0.00867666907988708,4.0,58.0,321.0,4H,0.013217191427817236
1203,HLC/3,93.0,389.0,40.0,macdh,0.0023625021261439072,0.042713986700497,2.0,132.0,200.0,4H,0.009311309612313355
2727,HL/2,160.0,238.0,35.0,macdh,0.0020947532067805376,0.0780532982756725,4.0,229.0,369.0,4H,0.008680166151384344
979,OHLC/4,157.0,214.0,30.0,macdh,0.011560471145093643,0.012630418327017924,6.0,342.0,485.0,4H,0.008358937668251106
2922,HL/2,93.0,397.0,33.0,macdh,0.010904485102849856,0.011150371212489303,3.0,259.0,38.0,4H,0.007864144658206406
4638,high,25.0,184.0,43.0,macds,0.00406530942071191,0.006351031216165017,1.0,27.0,380.0,4H,0.00744765034109516
2919,OHLC/4,151.0,250.0,42.0,macdh,0.0009775358985597204,0.07904789098887248,6.0,286.0,128.0,4H,0.006761260433571575
1821,HL/2,152.0,290.0,14.0,macdh,-0.01518769030402152,-0.005064421311320794,3.0,260.0,388.0,4H,-0.006750882004776513
555,OHLC/4,85.0,273.0,4.0,macdh,-0.016440641881015492,-0.01573930962340641,3.0,167.0,92.0,4H,-0.012744754625694606
3944,HLC/3,118.0,268.0,47.0,macdh,-0.0835865299255717,-0.008669236517562691,2.0,266.0,4.0,4H,-0.014258014312695286
4314,HLC/3,45.0,40.0,44.0,macds,-0.01058678955051819,-0.013930289804372518,4.0,32.0,271.0,4H,-0.014341177434079136
774,HLC/3,188.0,314.0,30.0,macdh,-0.10462199282042865,-0.005323492734002589,5.0,145.0,403.0,4H,-0.014950543056344124
3715,HL/2,135.0,205.0,37.0,macdh,-0.03219542310493051,-0.030537673837315208,4.0,326.0,290.0,4H,-0.015784470827751727
781,OHLC/4,145.0,267.0,49.0,macdh,-0.036673207320062656,-0.019679938700851562,2.0,151.0,138.0,4H,-0.01629951299200434
2864,high,119.0,255.0,31.0,macdh,-0.038852930777723844,-0.03738600785432753,6.0,373.0,444.0,4H,-0.017977568663851584
4687,low,111.0,389.0,26.0,macdh,-0.09893308678313467,-0.017068990491592523,5.0,303.0,350.0,4H,-0.018903249322753578
1445,HLC/3,124.0,238.0,33.0,macdh,-0.0420594040610466,-0.04392180939150834,1.0,379.0,233.0,4H,-0.0194775551644825
1131,HLC/3,67.0,401.0,39.0,macdh,-0.052588018237806955,-0.035594165508170364,2.0,332.0,273.0,4H,-0.019563288998043684
2974,high,168.0,245.0,23.0,macdh,-0.057224113719618136,-0.034983108558028574,5.0,294.0,351.0,4H,-0.02000625598423028
4660,OHLC/4,204.0,478.0,12.0,macdh,-0.012429164166785044,-0.03523264365678417,1.0,45.0,369.0,4H,-0.02061289782102501
2749,open,120.0,630.0,21.0,macdh,-0.013411294976783596,-0.017650168136810487,1.0,5.0,77.0,4H,-0.020797017283990953
3097,HLCC/4,96.0,143.0,15.0,macds,-0.05197465513999965,-0.008995047864579995,5.0,2.0,153.0,4H,-0.02174732903197524
2888,HL/2,125.0,265.0,24.0,macdh,-0.05738385927538584,-0.04632735278763213,3.0,301.0,413.0,4H,-0.02199019478472519
2434,OHLC/4,115.0,252.0,49.0,macdh,-0.10064492925630639,-0.02733395775759262,5.0,372.0,422.0,4H,-0.02224256165395444
318,OHLC/4,236.0,335.0,2.0,macdh,-0.013532278358042346,-0.1448263654350302,2.0,80.0,242.0,4H,-0.025028578265636144
3597,HL/2,192.0,538.0,25.0,macdh,-0.026448046940759903,-0.01624690327054005,2.0,9.0,356.0,4H,-0.0253697351170236
2259,HLC/3,67.0,389.0,32.0,macdh,-0.0362043729459879,-0.0801709223377832,4.0,144.0,271.0,4H,-0.025920480826405093
2714,HL/2,133.0,218.0,28.0,macdh,-0.07862985164832942,-0.05737485266651863,1.0,371.0,218.0,4H,-0.026229479770295026
477,open,218.0,210.0,34.0,macdh,-0.11756151586052686,-0.025794061486583454,4.0,132.0,19.0,4H,-0.026301391113882674
46,HLC/3,116.0,288.0,47.0,macdh,-0.11904635667455707,-0.03850562472147468,1.0,305.0,12.0,4H,-0.02636939047725376
756,close,67.0,350.0,6.0,macdh,-0.060898856145751634,-0.05637968031307382,2.0,175.0,32.0,4H,-0.027413279764100698
2765,HLC/3,54.0,291.0,45.0,macdh,-0.026460646453552,-0.015220973452092734,4.0,5.0,68.0,4H,-0.0279133661749526
3513,close,20.0,98.0,50.0,macd,-0.05862864595971447,-0.1021255921877696,4.0,131.0,407.0,4H,-0.028824922465824285
