,RSI_apply_to,RSI_length,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
30,close,71,105,177,6,19,0.04,2531,799,57,103,945,12,294,979,185,163,275,85,61,223,813,661,420,382,1000,910,418,308,150,560,653,722,471,675,428,118,24,49,48,14,804,11,51,44,12,885,8,25,0.11,0.14,1.11,1.19,1.04,1.17,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
31,open,50,371,160,6,19,0.08,1698,563,394,50,248,94,242,773,48,148,148,369,89,705,982,538,474,280,860,847,421,406,550,428,267,599,231,217,551,865,8,40,59,3,415,17,29,69,8,923,17,13,0.39,0.37,1.09,1.1,1.11,1.16,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
32,OHLC/4,69,389,143,6,8,0.39,1923,888,287,272,153,2,321,984,125,143,203,176,157,367,986,903,277,275,732,720,462,361,960,551,316,569,123,169,51,264,18,58,86,19,968,12,44,47,14,68,13,3,0.2,0.14,1.07,1.13,1.16,1.1,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
33,OHLC/4,52,382,187,6,19,0.17,677,391,333,132,775,80,143,849,220,291,354,286,294,637,958,884,441,278,620,515,352,267,766,872,949,601,253,796,310,324,12,60,31,12,197,11,42,100,8,986,11,19,0.31,0.21,1.11,1.15,1.09,1.16,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
34,OHLC/4,66,308,173,6,14,0.32,2821,571,177,13,766,333,220,360,184,51,382,51,225,703,759,590,375,300,823,807,378,361,388,788,485,316,836,610,823,805,2,27,98,3,650,7,30,86,9,407,5,10,0.22,0.02,1.09,1.09,1.01,1.16,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
35,open,52,395,165,6,17,0.37,2834,438,378,216,918,341,376,423,314,381,557,235,72,22,844,804,432,338,936,553,481,278,727,360,821,772,534,307,81,53,19,51,62,4,663,3,17,81,10,858,3,1,0.17,0.29,1.07,1.14,1.03,1.05,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
36,HLCC/4,61,364,188,6,14,0.06,1018,330,217,61,444,302,244,385,386,377,280,297,3,382,797,528,284,268,740,522,410,383,993,584,122,530,287,267,881,577,3,22,60,9,111,4,44,104,12,73,5,24,0.04,0.08,1.03,1.18,1.08,1.11,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
37,HL/2,68,370,142,6,4,0.03,894,366,292,255,227,305,228,742,150,218,949,129,187,401,780,762,470,405,940,883,454,425,263,155,978,336,883,529,423,407,10,14,60,10,145,12,31,19,2,709,3,12,0.13,0.19,1.1,1.08,1.16,1.0,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,0.0,False,True,0.0,0.0,0.0
38,HL/2,60,299,201,6,13,0.38,2240,671,5,61,509,143,262,693,36,308,877,381,241,387,626,547,389,301,869,675,402,328,352,642,583,740,917,23,757,698,17,23,22,9,164,8,34,19,2,535,20,3,0.13,0.4,1.19,1.08,1.06,1.0,True,True,False,True,True,False,True,False,True,False,True,True,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
39,HLCC/4,50,15,150,6,3,0.27,1761,384,374,143,590,110,249,238,85,8,53,287,215,784,819,598,449,277,618,585,422,322,70,480,442,863,641,561,977,369,19,56,80,2,483,13,48,30,18,135,5,14,0.32,0.3,1.01,1.19,1.17,1.02,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
40,HLCC/4,74,386,154,6,11,0.13,2590,906,132,8,744,217,6,392,284,158,612,184,181,393,825,576,283,272,834,583,277,252,16,23,885,471,448,783,777,148,27,41,101,18,347,3,40,60,12,206,5,20,0.35,0.22,1.17,1.07,1.06,1.2,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
41,HL/2,69,394,161,6,18,0.04,2968,493,287,290,645,168,36,208,115,260,638,230,296,646,930,502,395,381,942,743,414,272,587,300,587,141,172,350,553,257,22,32,60,19,651,4,8,81,3,583,9,24,0.05,0.03,1.01,1.14,1.1,1.12,True,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
42,HLCC/4,56,185,160,6,13,0.24,1277,594,312,124,753,175,118,847,73,107,215,158,259,937,947,725,469,260,702,597,386,261,976,583,318,100,131,515,783,323,19,58,76,11,629,6,42,95,19,648,25,3,0.3,0.31,1.18,1.08,1.06,1.19,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,0.0,False,True,0.0,0.0,0.0
43,HL/2,54,20,156,6,14,0.24,2230,251,64,78,212,24,72,785,291,197,612,363,301,663,682,649,456,350,863,612,292,254,854,109,984,770,120,636,409,594,16,30,94,3,550,10,14,65,1,667,22,13,0.17,0.27,1.13,1.13,1.15,1.17,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
44,HLCC/4,60,121,181,6,10,0.22,1826,902,137,130,344,274,342,472,61,101,806,65,331,633,942,875,413,358,999,515,293,278,707,191,259,347,947,156,67,982,16,48,70,13,653,4,26,55,2,634,2,5,0.29,0.24,1.02,1.07,1.0,1.18,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,False,False,0.0,False,True,0.0,0.0,0.0
45,open,71,156,193,6,3,0.34,2618,757,43,68,496,46,135,167,49,336,490,382,187,654,855,682,468,315,877,668,390,389,40,24,75,213,819,227,28,726,7,11,43,16,960,7,47,73,4,712,3,10,0.1,0.11,1.14,1.07,1.14,1.01,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
46,HLC/3,52,81,199,6,10,0.01,2233,333,175,44,219,269,197,742,350,145,179,384,43,702,907,847,366,269,895,641,336,302,931,498,332,906,751,906,613,521,16,18,23,4,863,12,18,60,14,349,2,24,0.24,0.09,1.01,1.01,1.17,1.1,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
47,close,72,384,204,6,17,0.15,1309,537,350,56,395,232,284,779,347,47,580,200,264,910,584,570,388,376,899,622,470,263,504,822,489,853,442,860,224,521,3,10,86,18,482,4,45,14,3,805,21,20,0.02,0.01,1.01,1.12,1.05,1.03,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
48,low,57,150,163,6,18,0.37,1005,863,297,45,393,180,12,637,203,39,728,139,329,852,993,654,465,311,960,575,362,295,833,852,842,45,778,214,953,705,30,36,54,13,297,6,13,75,7,297,9,5,0.08,0.25,1.02,1.13,1.02,1.18,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
49,open,53,310,165,6,14,0.22,705,252,76,73,813,36,265,463,325,291,545,223,112,325,900,781,467,398,651,547,466,423,183,326,551,760,818,243,189,512,10,35,21,18,851,14,46,2,13,714,2,12,0.39,0.4,1.08,1.08,1.11,1.0,True,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
50,open,70,60,137,6,9,0.17,1126,877,378,237,507,22,17,943,298,100,542,251,222,881,961,726,348,303,786,629,408,336,614,368,522,227,490,957,399,287,16,34,35,9,617,5,31,41,7,492,16,10,0.11,0.39,1.0,1.1,1.15,1.09,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
51,HL/2,72,201,192,6,17,0.3,1891,474,314,329,451,62,74,542,320,137,669,306,301,392,980,590,395,327,872,864,336,292,539,531,801,436,339,634,402,463,16,17,78,1,842,17,34,103,2,213,1,4,0.16,0.16,1.07,1.11,1.02,1.17,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
52,low,62,153,204,6,3,0.27,643,612,276,162,895,26,82,381,293,23,422,189,90,255,952,821,422,273,520,501,419,379,879,352,354,530,101,800,191,695,22,49,21,16,98,12,26,69,16,480,21,20,0.02,0.22,1.07,1.03,1.09,1.07,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
53,OHLC/4,53,386,155,6,15,0.07,2777,868,201,191,59,34,144,984,91,213,545,266,321,924,906,694,375,290,962,769,476,454,549,339,130,437,867,176,969,808,29,41,60,18,722,15,18,92,13,700,20,7,0.25,0.24,1.09,1.2,1.07,1.16,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
54,open,63,197,184,6,18,0.24,882,533,17,205,526,381,379,410,370,245,248,349,17,558,962,956,295,250,788,664,354,309,817,620,145,673,932,871,655,23,27,47,8,7,888,2,7,93,7,657,8,20,0.4,0.38,1.17,1.08,1.12,1.15,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
55,close,51,114,163,6,1,0.28,2905,580,227,138,76,183,380,501,176,117,936,90,360,795,981,509,384,347,985,858,365,363,178,631,941,987,861,145,695,794,13,50,25,1,412,9,52,7,16,337,18,19,0.24,0.3,1.01,1.13,1.07,1.1,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
56,HL/2,65,96,186,6,17,0.05,1885,933,59,311,722,399,228,112,148,164,724,247,47,610,898,780,442,408,990,534,468,455,60,221,611,296,70,905,835,749,4,44,55,2,939,16,32,48,12,576,20,15,0.07,0.21,1.06,1.14,1.14,1.1,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
57,close,69,322,173,6,7,0.2,2146,594,161,299,262,329,53,747,132,354,409,321,98,654,882,515,491,288,911,589,471,290,790,694,163,562,193,112,171,638,27,29,70,3,83,6,30,4,2,105,19,22,0.29,0.18,1.1,1.07,1.09,1.16,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
58,low,69,2,195,6,10,0.35,1219,233,119,385,276,381,164,337,255,157,237,36,263,551,934,660,455,261,970,707,449,311,328,43,324,783,972,185,852,574,14,34,59,7,11,16,20,84,11,550,14,15,0.25,0.29,1.04,1.12,1.03,1.11,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
59,OHLC/4,67,230,165,6,5,0.13,1670,752,354,295,648,194,331,92,55,223,767,27,11,311,872,561,440,426,799,671,488,425,503,37,868,959,199,26,932,165,15,43,15,6,574,12,17,17,13,940,21,5,0.29,0.28,1.06,1.05,1.03,1.07,False,True,False,True,False,False,True,True,False,True,True,False,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
60,high,63,220,187,6,14,0.39,344,674,80,290,380,364,108,365,359,61,214,388,185,808,593,507,361,255,813,527,463,324,388,246,597,516,597,393,788,393,18,29,36,2,587,2,15,4,2,814,19,24,0.35,0.09,1.07,1.04,1.09,1.07,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
61,HLC/3,72,195,204,6,17,0.1,388,729,278,80,499,243,365,105,400,251,571,174,86,735,644,564,370,318,959,507,480,341,925,90,829,972,927,748,376,983,24,54,92,15,309,11,25,2,17,914,16,7,0.21,0.18,1.18,1.2,1.2,1.2,False,True,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
