,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
88,966.0,204.0,4.0,wma,StochAstic_k,50.0,122.0,1.0,15.0,0.4,847.0,390.0,181.0,289.0,332.0,344.0,342.0,11.0,69.0,266.0,97.0,390.0,356.0,732.0,946.0,918.0,440.0,306.0,998.0,719.0,383.0,368.0,251.0,994.0,865.0,20.0,195.0,6.0,579.0,887.0,18.0,32.0,88.0,2.0,826.0,9.0,51.0,5.0,8.0,485.0,8.0,6.0,0.33,0.26,0.19,0.19,0.69,0.69,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,54.88612829462157,True,False,-0.1231645334445406,-0.0793484600839561,-0.0795475456057966
89,355.0,102.0,22.0,sma,StochAstic_k,23.0,62.0,2.0,13.0,0.3,1204.0,313.0,236.0,303.0,667.0,386.0,349.0,649.0,306.0,237.0,509.0,139.0,373.0,760.0,930.0,863.0,444.0,304.0,729.0,518.0,390.0,295.0,96.0,527.0,418.0,315.0,13.0,729.0,565.0,257.0,3.0,36.0,58.0,6.0,868.0,3.0,46.0,67.0,1.0,836.0,25.0,5.0,0.39,0.31,0.61,0.95,1.0,0.95,False,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,11.202554594837718,True,False,-0.1614912198784577,-0.0816593911276889,-0.0818653378713715
90,277.0,108.0,24.0,ema,StochAstic_d,84.0,68.0,4.0,7.0,0.03,699.0,636.0,301.0,21.0,197.0,288.0,69.0,356.0,188.0,331.0,753.0,190.0,397.0,629.0,774.0,725.0,434.0,431.0,662.0,521.0,487.0,475.0,106.0,304.0,943.0,470.0,178.0,500.0,746.0,466.0,8.0,30.0,32.0,16.0,378.0,12.0,29.0,83.0,5.0,672.0,12.0,22.0,0.32,0.21,0.89,0.94,1.0,0.89,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,7.720791793564307,True,False,-0.1234469748019338,-0.1030876147275248,-0.1048782942847244
91,1019.0,192.0,6.0,sma,StochAstic_k,255.0,139.0,2.0,3.0,0.28,590.0,596.0,139.0,187.0,722.0,233.0,121.0,476.0,369.0,283.0,157.0,346.0,164.0,673.0,962.0,515.0,413.0,408.0,874.0,808.0,392.0,326.0,564.0,814.0,534.0,854.0,447.0,992.0,430.0,583.0,7.0,50.0,60.0,18.0,741.0,8.0,51.0,59.0,15.0,987.0,12.0,8.0,0.24,0.19,0.19,0.19,0.69,0.69,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,53.90875264634052,True,False,-0.1005957950595886,-0.0630128428628784,-0.0641076515940859
92,722.0,201.0,4.0,ema,StochAstic_d,7.0,126.0,1.0,10.0,0.25,572.0,948.0,265.0,221.0,629.0,36.0,67.0,81.0,257.0,162.0,562.0,181.0,104.0,102.0,668.0,568.0,380.0,344.0,853.0,553.0,376.0,320.0,67.0,378.0,99.0,964.0,338.0,859.0,690.0,959.0,13.0,28.0,39.0,14.0,323.0,13.0,26.0,65.0,11.0,767.0,11.0,21.0,0.06,0.33,0.32,0.32,0.53,0.54,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,13.453484954781338,True,False,-0.1849739938333486,-0.1936891707428813,-0.1944990119473997
93,357.0,113.0,22.0,sma,StochAstic_k,172.0,61.0,5.0,16.0,0.07,234.0,724.0,15.0,270.0,233.0,61.0,282.0,548.0,53.0,54.0,318.0,343.0,390.0,737.0,972.0,570.0,408.0,298.0,824.0,543.0,404.0,330.0,631.0,447.0,134.0,229.0,501.0,548.0,129.0,123.0,28.0,33.0,42.0,12.0,363.0,10.0,41.0,100.0,16.0,540.0,1.0,15.0,0.17,0.39,0.44,0.77,0.71,0.95,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,31.635112291435444,True,False,-0.1441367973038951,-0.0693249286293163,-0.0687821154476948
94,316.0,104.0,25.0,wma,StochAstic_k,51.0,67.0,4.0,13.0,0.13,798.0,802.0,128.0,98.0,696.0,379.0,101.0,883.0,370.0,151.0,38.0,32.0,188.0,88.0,937.0,620.0,441.0,263.0,749.0,686.0,401.0,365.0,860.0,798.0,226.0,216.0,612.0,15.0,813.0,69.0,15.0,57.0,14.0,10.0,697.0,7.0,37.0,17.0,10.0,35.0,4.0,14.0,0.05,0.18,0.44,0.67,0.72,0.91,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,True,32.62314497690952,True,False,-0.1801042824447831,-0.0987931739117046,-0.1005698619564657
95,823.0,227.0,4.0,wma,StochAstic_k,44.0,140.0,6.0,18.0,0.33,311.0,884.0,240.0,342.0,736.0,284.0,385.0,722.0,389.0,15.0,490.0,140.0,94.0,159.0,511.0,507.0,406.0,338.0,895.0,593.0,472.0,395.0,655.0,894.0,661.0,54.0,837.0,84.0,629.0,648.0,7.0,35.0,65.0,17.0,778.0,14.0,27.0,40.0,9.0,372.0,4.0,4.0,0.02,0.23,0.22,0.29,0.53,0.62,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,51.58085948684922,True,False,-0.1154516773260524,-0.0744643432277287,-0.0754226546968637
96,314.0,103.0,25.0,wma,StochAstic_k,114.0,73.0,5.0,13.0,0.34,2392.0,404.0,294.0,40.0,738.0,383.0,270.0,598.0,261.0,398.0,510.0,235.0,79.0,378.0,914.0,683.0,425.0,251.0,863.0,725.0,453.0,451.0,790.0,449.0,684.0,868.0,568.0,788.0,954.0,134.0,13.0,33.0,95.0,7.0,594.0,17.0,33.0,86.0,15.0,146.0,11.0,14.0,0.13,0.03,0.39,0.73,0.67,0.91,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,33.41078493986093,True,False,-0.0927369744708898,-0.0369240580736212,-0.0392723287105516
97,322.0,78.0,22.0,sma,StochAstic_k,254.0,72.0,4.0,6.0,0.34,1647.0,659.0,394.0,392.0,811.0,120.0,263.0,686.0,311.0,272.0,296.0,200.0,204.0,202.0,864.0,719.0,437.0,356.0,919.0,875.0,329.0,305.0,877.0,960.0,450.0,319.0,997.0,687.0,11.0,983.0,7.0,46.0,79.0,15.0,638.0,6.0,46.0,12.0,12.0,777.0,4.0,7.0,0.37,0.35,0.56,0.57,0.87,0.88,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,35.62895451219332,True,False,-0.099132741868165,-0.0404705230131713,-0.0406621961698726
