,RSI_apply_to,RSI_length,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
82,HLC/3,10,59,17,5,9,0.34,1300,781,375,180,863,110,202,850,146,215,994,265,241,363,959,707,459,347,807,731,466,355,378,672,410,912,131,424,164,425,2,36,26,3,117,6,32,2,15,220,19,3,0.18,0.03,0.67,0.68,0.83,0.84,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,6.076861750719183,True,False,-0.1703907937497003,-0.0397551925560018,-0.0393037153897486
83,low,9,2,20,5,19,0.04,431,488,378,74,516,299,316,664,373,178,856,232,226,145,988,983,363,283,703,516,483,476,304,528,951,788,246,443,130,993,16,57,39,13,577,10,42,75,1,249,4,12,0.04,0.14,0.29,0.53,0.47,0.73,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,True,-1.0,True,False,-0.0814826793327634,-0.0139386414374098,-0.0137147855629884
84,close,10,188,20,6,10,0.36,502,312,245,359,843,112,168,987,150,64,177,71,381,541,649,607,463,460,872,768,359,302,130,322,829,251,478,424,353,867,19,47,54,13,531,15,31,5,13,718,24,7,0.3,0.32,1.01,1.07,1.01,1.12,True,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,-1.0,True,False,-0.0814826793327634,-0.0139386414374098,-0.0137147855629884
85,HLC/3,7,209,19,6,10,0.35,953,456,141,330,439,16,385,22,34,287,378,205,280,378,969,818,418,307,833,690,421,293,110,896,673,912,718,60,464,108,7,49,46,6,481,5,32,16,1,264,15,3,0.09,0.3,1.04,1.0,1.09,1.2,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,-1.0,True,False,-0.0579455666946137,-0.0084161011380702,-0.0078954815920014
86,high,7,38,16,6,20,0.17,2212,585,28,400,363,171,163,984,56,196,18,236,394,92,822,523,392,274,576,505,405,270,503,317,809,791,515,927,428,111,6,48,32,1,948,18,28,104,11,864,10,10,0.02,0.22,0.84,0.83,0.88,0.95,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,-1.0,True,False,-0.062426910360676,-0.0088158274465287,-0.0076233151206853
87,HLC/3,9,156,16,6,18,0.33,1237,761,154,392,628,205,295,654,98,294,799,155,259,434,750,623,381,276,904,661,330,288,128,551,109,38,723,340,11,742,11,32,47,10,255,6,25,50,8,763,9,1,0.16,0.18,1.12,1.09,1.02,1.17,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,-1.0,True,False,-0.062426910360676,-0.0088158274465287,-0.0076233151206853
88,HLC/3,8,177,16,6,13,0.15,2948,565,385,87,529,77,93,324,185,18,618,249,26,390,872,554,476,377,654,536,386,255,364,808,5,92,955,280,812,103,16,30,36,15,901,17,25,22,19,628,21,18,0.21,0.01,1.09,1.09,1.17,1.09,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,-1.0,True,False,-0.062426910360676,-0.0088158274465287,-0.0076233151206853
89,low,8,373,20,6,3,0.17,2219,205,311,267,730,15,141,995,72,303,446,194,61,991,792,555,430,289,935,930,489,304,859,679,926,238,791,510,629,802,23,59,7,8,180,9,45,5,12,486,17,2,0.19,0.34,1.1,1.04,1.02,1.02,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,-1.0,True,False,-0.0700562583962166,-0.0116809317142818,-0.0098775006403668
90,open,10,390,20,6,7,0.34,542,601,90,115,623,55,56,190,29,138,662,12,364,186,962,912,313,256,929,557,350,329,208,140,239,456,115,75,250,993,21,26,94,5,322,14,22,74,2,561,18,23,0.03,0.11,1.15,1.12,1.14,1.2,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,-1.0,True,False,-0.0700562583962166,-0.0116809317142818,-0.0098775006403668
91,open,10,108,20,6,4,0.1,332,378,261,311,138,327,278,734,222,355,610,105,345,724,733,518,497,343,687,661,446,430,207,254,821,618,421,877,303,337,25,35,41,4,183,11,32,85,20,602,12,7,0.35,0.33,1.05,1.01,1.08,1.02,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,-1.0,True,False,-0.0700562583962166,-0.0116809317142818,-0.0098775006403668
92,low,8,299,21,3,14,0.01,2544,982,56,370,700,146,118,659,368,79,690,8,376,123,949,581,262,257,986,522,495,359,340,270,732,493,784,925,33,135,18,53,37,4,661,8,43,2,13,405,9,1,0.02,0.1,0.43,0.87,0.6,0.98,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,-1.0,True,False,-0.0483420393547945,-0.0065575500521364,-0.0061222237179264
93,OHLC/4,8,273,17,5,4,0.18,2514,446,55,272,281,364,341,458,104,272,544,213,82,728,733,514,347,259,635,535,265,263,993,9,319,444,78,403,564,873,17,29,42,18,781,12,35,71,15,28,4,10,0.04,0.01,0.56,0.85,0.74,0.99,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
94,close,133,295,151,5,4,0.13,1398,438,132,258,121,354,348,361,313,237,51,93,217,979,903,772,291,254,909,616,470,393,680,39,316,464,575,791,500,249,20,43,14,13,341,17,29,91,12,543,22,8,0.12,0.37,0.59,0.7,0.8,0.88,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,39.32763866491049,True,False,-0.1080666573326026,-0.0645925748872175,-0.0622247140309071
95,high,8,164,18,6,4,0.33,1975,208,225,289,828,48,331,419,387,208,281,6,377,525,809,734,483,374,924,527,435,392,478,118,53,391,179,261,981,752,3,20,28,16,71,3,50,28,9,867,4,1,0.12,0.39,1.12,1.18,1.2,1.1,False,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
96,HLC/3,61,384,190,4,13,0.22,1806,435,216,37,164,232,327,502,241,202,853,87,36,731,717,583,401,368,897,749,430,332,302,673,175,180,826,459,821,792,11,20,66,9,238,16,19,78,3,112,16,12,0.19,0.24,0.62,0.66,0.79,0.83,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,36.220723021179,True,False,-0.1899123433262615,-0.1512941273576726,-0.1499099861316647
97,OHLC/4,9,232,17,3,1,0.08,872,585,68,43,736,311,53,285,130,140,771,276,315,986,794,509,458,439,929,879,443,361,384,834,168,4,74,252,264,794,17,45,12,12,124,11,31,102,5,836,10,15,0.28,0.03,0.19,0.33,0.65,0.77,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,-1.0,True,False,-0.1970997451538071,-0.0491162484621035,-0.048656458266153
98,open,61,117,199,5,6,0.01,2551,490,150,264,881,393,177,487,222,181,971,174,156,790,701,671,351,345,921,742,401,317,273,738,553,74,397,187,147,361,16,22,63,17,835,9,24,97,16,634,20,16,0.25,0.33,0.88,0.89,0.88,0.93,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,24.802064928029854,True,False,-0.1354052291590788,-0.0928424195463935,-0.0903375168008041
99,low,7,243,18,6,9,0.24,1827,719,275,371,785,203,38,504,316,115,184,47,137,122,883,651,398,322,863,754,338,330,780,966,694,262,768,765,764,999,13,38,87,8,981,6,50,5,10,913,24,8,0.12,0.15,1.18,1.04,1.2,1.07,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
100,high,60,269,199,4,15,0.07,2131,957,201,72,958,335,277,371,305,56,486,365,13,251,753,747,497,281,859,597,389,312,664,997,581,128,512,784,418,86,24,32,104,18,775,16,28,33,10,164,13,3,0.2,0.2,0.38,0.76,0.61,0.95,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,44.26543005855567,True,False,-0.1777951256205045,-0.1337960601734,-0.1355047539408485
101,HLC/3,8,170,15,1,16,0.07,2658,646,253,224,309,360,190,590,370,287,895,234,30,347,847,823,489,408,569,529,466,350,185,263,618,953,68,741,59,653,8,19,22,17,740,10,42,26,18,170,1,2,0.02,0.13,0.15,0.18,0.54,0.58,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,False,32.270060512889025,True,False,-0.1515273849902175,-0.0307255425427954,-0.0302924589360585
102,high,9,362,18,6,7,0.28,2844,520,105,167,962,315,182,542,383,106,230,82,303,21,986,674,473,262,970,618,443,420,350,622,201,498,980,160,617,250,18,51,68,15,68,13,48,78,13,743,19,19,0.13,0.04,1.04,1.14,1.13,1.05,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
103,low,50,245,184,3,20,0.36,2795,496,42,278,70,61,316,179,36,349,453,158,314,836,756,699,386,377,792,526,455,263,647,16,620,712,22,26,562,836,4,39,26,18,325,9,38,77,18,58,11,12,0.25,0.21,0.5,0.78,0.66,0.88,False,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,39.50165794305411,True,False,-0.196525800374815,-0.1561408409696208,-0.1538349888021666
104,high,7,369,21,2,5,0.24,2022,394,66,392,415,53,122,694,196,379,125,59,13,467,685,645,408,308,900,609,449,354,376,441,952,383,933,910,587,878,17,45,65,13,828,11,40,27,9,490,16,6,0.16,0.27,0.12,0.31,0.55,0.73,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,-1.0,True,False,-0.0854891202651621,-0.015269608790929,-0.0141876144277786
105,high,66,86,188,6,14,0.37,640,436,101,355,234,341,362,151,355,69,456,258,285,690,901,546,406,300,825,619,311,306,734,780,23,274,138,83,982,495,16,57,103,10,677,16,21,85,3,408,17,2,0.18,0.25,0.23,0.63,0.77,1.05,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,38.89921544379929,True,False,-0.1748217098477008,-0.1343093986755803,-0.1343965049711111
106,close,9,221,20,6,2,0.01,280,818,75,378,183,101,25,410,330,185,63,280,21,569,811,765,470,252,796,743,413,256,814,287,281,709,480,533,178,817,10,60,57,8,326,18,47,57,16,702,10,1,0.15,0.09,1.0,1.08,1.14,1.17,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
107,open,72,138,138,5,4,0.14,2286,734,215,103,666,309,47,299,104,163,262,380,399,695,986,844,447,279,685,500,434,271,387,596,930,60,69,42,836,176,19,24,94,8,301,15,16,36,7,716,8,10,0.3,0.16,0.45,0.79,0.65,0.92,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,61.584886402054,True,False,-0.1737129980229781,-0.1151432494393488,-0.1138147304233026
108,close,9,180,21,5,11,0.32,2944,540,153,332,473,175,367,813,137,193,108,26,155,699,941,602,488,252,732,633,347,298,931,861,12,750,804,712,792,860,17,49,94,12,729,15,52,76,2,164,11,8,0.01,0.13,0.15,0.22,0.58,0.65,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,30.51829952380247,True,False,-0.1647315143641453,-0.0409990469116278,-0.0396770690513119
109,OHLC/4,10,230,20,6,19,0.12,501,580,221,324,84,8,99,659,6,141,117,339,222,887,862,574,465,438,916,895,480,307,546,583,248,938,785,392,166,814,18,20,84,11,937,11,33,31,12,900,15,10,0.22,0.05,1.06,1.1,1.14,1.04,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,True,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
110,open,72,54,199,5,19,0.4,1212,682,335,254,841,112,114,718,64,243,297,326,348,431,810,668,311,260,932,911,417,256,23,577,804,14,18,468,301,423,6,36,77,5,94,16,43,100,12,589,17,2,0.02,0.33,0.54,0.64,0.74,0.82,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,39.00242712195595,True,False,-0.1482786312717394,-0.1036491068306091,-0.1041509410889946
111,high,8,333,20,5,18,0.32,1084,376,129,263,580,147,256,143,91,358,296,398,367,821,962,831,345,272,960,712,389,265,941,648,49,119,799,815,435,927,15,31,21,8,88,6,44,72,19,123,4,9,0.18,0.38,0.11,0.35,0.55,0.78,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,34.50890892106189,True,False,-0.169650300074804,-0.0416411924697513,-0.0400196345367511
112,HL/2,8,81,14,6,1,0.29,1499,471,182,2,885,47,67,681,25,91,41,32,2,92,967,941,290,280,730,701,438,251,404,266,404,528,649,621,334,825,10,46,65,6,997,10,25,42,17,688,19,18,0.05,0.08,1.17,1.1,1.1,1.13,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
113,HLCC/4,52,262,198,5,4,0.27,416,534,263,27,466,226,56,933,288,256,382,195,106,164,879,503,500,329,953,567,365,350,574,95,998,389,992,701,693,97,26,33,37,4,655,10,47,80,4,705,17,15,0.19,0.08,0.63,0.72,0.83,0.91,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,35.48798495680273,True,False,-0.2167359800801102,-0.1950095282908106,-0.1933630314403321
114,HLCC/4,8,281,14,5,16,0.37,400,815,373,163,291,118,169,541,287,137,43,146,256,591,768,573,313,310,908,903,318,297,989,228,375,465,679,606,456,810,26,56,21,19,247,9,43,89,19,836,23,13,0.34,0.12,0.2,0.37,0.64,0.82,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,24.945511690952326,True,False,-0.116495278397154,-0.0202155968938477,-0.0198491621662088
115,high,8,30,19,6,17,0.04,601,735,314,365,387,13,47,629,353,152,627,192,265,824,663,591,460,399,895,691,500,325,598,292,386,998,471,288,90,276,24,41,46,16,636,18,20,51,13,314,6,2,0.11,0.35,1.19,1.12,1.04,1.07,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
116,OHLC/4,56,169,137,5,4,0.05,2775,766,99,334,830,256,11,73,372,270,736,56,248,911,785,682,445,299,874,637,443,297,221,75,110,718,624,700,545,569,3,25,23,16,149,16,35,14,19,147,15,13,0.13,0.12,0.44,0.81,0.66,0.96,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,40.95389061475363,True,False,-0.1710016782627157,-0.1128268205735207,-0.1102459679865089
117,low,8,16,14,4,20,0.22,1364,803,177,61,445,124,43,991,366,263,871,371,331,725,945,758,493,256,933,504,437,397,700,288,478,17,208,581,163,497,22,40,83,10,675,12,34,90,6,215,1,2,0.36,0.24,0.18,0.2,0.61,0.63,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,-1.0,True,False,-0.0705573746462031,-0.009658534684057,-0.0095353207429952
118,high,62,338,176,4,19,0.09,611,246,76,47,640,370,155,868,32,20,237,307,110,686,599,514,484,255,816,510,397,382,374,767,857,461,950,466,653,448,10,25,39,19,84,6,39,97,15,183,25,3,0.19,0.1,0.49,0.94,0.9,0.82,False,True,True,False,True,False,True,True,False,True,False,False,False,True,True,True,False,34.93630042502453,True,False,-0.1731035179882258,-0.1249399559782941,-0.1250484319200254
119,open,8,313,16,6,14,0.1,2213,385,336,207,262,70,330,566,251,86,667,73,140,458,650,548,475,318,974,790,421,323,33,664,693,224,344,828,269,850,3,32,102,18,576,9,10,77,7,900,7,17,0.06,0.38,1.15,1.18,1.08,1.16,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
120,low,67,15,191,6,5,0.04,2294,451,91,226,187,182,195,754,29,221,738,240,26,615,989,844,417,370,1000,819,340,277,12,828,454,147,374,698,570,113,18,42,104,9,267,16,43,73,14,342,9,25,0.13,0.12,0.38,0.78,0.6,0.97,True,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,True,44.4796478849833,True,False,-0.2164359974307369,-0.1868790745983628,-0.1857996772946573
121,OHLC/4,8,32,19,5,8,0.39,2565,451,178,13,876,226,149,117,130,363,719,138,61,98,601,579,491,295,783,729,479,450,694,712,724,18,683,830,891,329,23,49,102,10,910,5,47,20,5,849,15,23,0.21,0.4,0.14,0.16,0.56,0.58,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,34.00198043112897,True,False,-0.1307663954018057,-0.0274599290679197,-0.0269638624782258
122,HL/2,9,97,18,6,12,0.37,2019,661,110,103,189,4,2,716,216,362,483,109,89,580,881,669,262,250,744,712,463,287,194,448,89,427,613,536,960,129,26,47,9,9,549,13,34,65,17,648,21,17,0.1,0.22,1.0,1.12,1.03,1.11,True,True,False,True,True,True,False,True,False,True,True,False,False,False,True,False,True,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
123,HLCC/4,53,324,178,2,8,0.33,2065,620,361,320,6,186,320,968,67,378,673,67,165,245,910,618,492,290,944,634,380,319,416,921,591,194,25,548,152,107,10,36,25,14,895,5,41,101,14,30,19,4,0.13,0.36,0.51,0.71,0.71,0.88,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,39.37617123297588,True,False,-0.1353975190241292,-0.0894482458271294,-0.0872636092723337
124,HL/2,7,167,17,1,17,0.21,1561,886,176,335,927,131,312,218,322,28,126,380,68,695,773,609,391,316,866,740,397,255,222,346,87,391,152,672,849,579,24,41,50,9,718,8,32,15,10,224,1,17,0.4,0.08,0.14,0.32,0.57,0.76,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,-1.0,True,False,-0.0695670059233638,-0.0100633646595622,-0.0097594628073379
125,HLC/3,74,179,183,5,8,0.2,616,662,81,261,371,83,207,978,371,26,928,126,69,869,933,580,445,418,724,563,459,306,347,975,62,325,358,689,33,563,11,24,55,1,801,17,25,73,6,729,24,12,0.16,0.04,0.88,0.88,0.8,0.98,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,29.537456431844216,True,False,-0.1762190191388425,-0.1359238452290604,-0.1341965750417853
126,open,9,338,20,6,20,0.26,1381,937,72,397,674,132,144,25,131,27,699,303,116,356,862,718,423,399,731,702,477,373,373,344,590,128,422,366,19,942,11,26,5,7,785,5,17,74,12,232,1,21,0.02,0.32,1.06,1.06,1.02,1.14,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
127,low,56,291,197,5,16,0.1,2619,867,165,367,111,392,261,550,103,237,584,347,250,512,715,667,465,270,914,578,448,423,135,726,662,40,52,511,348,511,14,35,21,11,508,6,42,40,11,833,22,15,0.06,0.19,0.51,0.68,0.71,0.86,True,False,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,42.25565683256978,True,False,-0.2764817077738617,-0.26709380259837,-0.2655333868230614
128,HL/2,10,112,20,3,4,0.35,511,785,228,327,471,369,396,325,359,182,863,129,395,237,684,567,363,282,744,714,260,251,79,674,608,736,575,629,273,638,21,25,68,13,298,5,37,28,14,565,14,1,0.24,0.24,0.19,0.24,0.65,0.7,False,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,31.469444550194737,True,False,-0.1648287951703829,-0.0405872955858348,-0.0394331461038319
129,open,8,75,18,6,20,0.2,929,209,166,34,407,173,80,162,226,131,872,225,162,25,767,670,493,355,791,672,265,251,735,948,556,147,970,681,614,587,14,47,79,7,518,13,46,41,5,459,25,20,0.12,0.1,1.0,1.03,1.05,1.12,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,-1.0,True,False,-0.0705718049908103,-0.0114326556638484,-0.0105068427149431
130,HL/2,58,214,158,4,8,0.06,1933,891,289,355,30,7,197,395,393,246,992,376,236,46,964,768,372,267,968,869,435,266,643,806,12,774,849,862,236,944,27,41,55,4,73,13,14,37,20,923,24,20,0.2,0.27,0.41,0.78,0.67,1.01,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,-1.0,True,False,-0.0722865665133733,-0.0341256126700741,-0.0307460856779599
131,HL/2,64,11,187,5,9,0.2,1159,826,196,53,464,137,203,924,104,192,241,173,362,332,723,625,493,337,584,512,410,291,543,788,528,699,576,26,164,252,14,38,29,15,899,16,52,54,7,698,9,6,0.14,0.13,0.24,0.64,0.76,1.05,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,39.98499797522737,True,False,-0.1818570942749957,-0.139671105091387,-0.1389064715554556
132,open,7,59,19,1,9,0.35,1419,672,29,15,693,167,3,188,94,328,900,368,31,919,982,865,443,408,747,738,361,316,191,372,538,656,76,336,361,681,2,37,41,6,874,18,34,82,12,175,16,20,0.23,0.37,0.1,0.16,0.56,0.69,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,37.11191796894211,True,False,-0.1022970836927957,-0.018844106039269167,-0.018172942215934816
