,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
131,HL/2,188,516,41,macd,329,6,6,16,0.19,534,440,266,59,454,141,350,229,254,305,644,211,103,906,859,633,339,292,894,727,487,410,674,652,867,578,703,203,533,289,12,22,20,1,795,8,40,77,15,4,8,1,0.2,0.32,1.18,1.16,1.2,1.05,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
132,open,148,418,42,macdh,101,9,6,13,0.24,1146,656,294,317,197,366,357,159,299,276,566,381,335,528,694,650,435,284,717,514,444,399,430,842,482,240,17,976,507,394,3,18,57,10,165,8,32,60,17,326,6,15,0.03,0.21,1.13,1.08,1.05,1.19,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,0.0,False,True,0.0,0.0,0.0
133,HLCC/4,172,406,42,macdh,337,8,6,19,0.06,2022,308,325,362,810,22,224,34,32,263,331,90,262,789,875,804,403,283,859,555,335,305,874,815,366,482,883,111,24,286,3,15,17,11,849,6,23,13,14,339,22,6,0.11,0.06,1.1,1.05,1.17,1.02,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
134,HLC/3,172,511,31,macdh,339,7,6,20,0.21,2116,581,374,159,890,112,232,737,295,151,599,171,249,835,781,761,393,340,952,679,307,270,426,777,846,433,241,759,249,562,23,41,54,2,63,17,38,9,15,738,20,5,0.08,0.01,1.0,1.0,1.17,1.03,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
135,OHLC/4,152,415,28,macd,177,9,6,7,0.05,483,555,170,72,433,147,65,967,274,295,568,42,289,984,858,522,322,301,995,895,331,252,11,133,744,484,668,369,533,263,6,24,93,8,726,5,50,12,4,168,10,3,0.32,0.19,1.05,1.18,1.0,1.17,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
136,low,192,505,40,macds,62,8,6,7,0.11,1046,876,274,10,839,112,162,357,11,175,154,98,158,974,917,542,287,282,807,507,433,291,969,533,730,850,918,236,531,215,3,51,39,3,795,5,43,79,3,394,12,2,0.29,0.33,1.13,1.09,1.13,1.18,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
137,HLCC/4,174,453,40,macd,30,9,6,10,0.1,1166,746,229,331,245,398,275,258,130,138,254,147,114,629,604,538,393,273,936,574,349,268,717,370,447,59,560,697,290,203,9,50,74,13,593,6,44,100,8,549,20,12,0.24,0.24,1.14,1.15,1.12,1.04,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
138,HLC/3,167,409,41,macd,246,9,6,4,0.39,2156,309,75,271,775,47,215,109,323,112,59,254,145,498,990,960,422,310,803,588,275,257,831,93,710,550,483,780,587,845,10,13,73,1,278,3,10,46,5,41,3,12,0.11,0.15,1.02,1.08,1.0,1.08,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
139,HLCC/4,156,376,42,macdh,166,9,6,6,0.01,2446,813,14,295,342,287,58,760,350,332,614,95,154,972,992,508,383,301,934,691,469,437,284,122,144,439,665,492,913,262,18,43,68,10,741,4,42,90,4,638,8,8,0.25,0.13,1.16,1.17,1.11,1.06,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,True,0.0,False,True,0.0,0.0,0.0
140,HL/2,178,409,41,macdh,13,8,6,10,0.23,2060,409,397,186,760,375,260,500,247,301,912,116,32,202,910,857,483,440,670,552,377,368,654,878,444,597,217,808,113,738,6,56,38,4,867,4,23,38,13,271,19,6,0.21,0.3,1.08,1.16,1.01,1.15,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
141,OHLC/4,152,497,39,macdh,307,9,6,13,0.18,1289,984,26,400,900,118,162,842,140,102,913,227,264,741,784,605,480,373,888,757,373,283,190,523,767,899,756,933,239,939,11,39,36,20,172,8,51,16,15,381,24,15,0.3,0.25,1.0,1.12,1.01,1.16,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,0.0,False,True,0.0,0.0,0.0
142,low,145,489,35,macds,232,8,6,9,0.28,1068,848,101,95,283,366,259,664,16,203,342,321,86,209,984,576,457,450,730,556,442,441,590,337,117,421,481,648,899,80,11,50,64,4,55,4,6,42,19,328,22,19,0.07,0.03,1.13,1.07,1.07,1.17,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
143,HL/2,214,445,40,macds,110,9,6,5,0.33,383,705,32,109,64,399,77,386,83,299,546,301,22,243,888,579,431,375,963,764,408,395,996,510,703,613,677,620,901,779,30,44,24,14,242,12,33,2,13,599,9,14,0.27,0.12,1.08,1.07,1.01,1.12,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
144,OHLC/4,161,448,42,macds,52,6,6,12,0.39,2435,775,17,119,808,177,193,738,31,320,683,227,15,583,983,565,370,284,676,535,442,420,466,506,525,478,869,476,219,254,7,20,49,12,835,14,37,77,2,322,14,24,0.32,0.07,1.06,1.04,1.17,1.19,True,False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
145,open,183,533,28,macds,162,6,6,4,0.04,1861,544,263,102,350,105,372,421,13,23,883,370,26,305,971,647,417,323,994,681,449,349,275,795,25,358,699,245,645,584,6,24,26,4,258,2,44,85,8,972,18,10,0.21,0.12,1.07,1.17,1.06,1.13,True,True,False,True,False,False,False,False,True,True,True,True,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
146,OHLC/4,173,475,32,macd,179,7,6,7,0.11,1588,956,275,187,30,246,328,564,260,274,285,370,32,71,839,774,357,347,780,629,488,478,446,885,31,162,112,380,812,644,2,15,102,10,21,12,47,3,11,846,5,9,0.26,0.19,1.19,1.13,1.16,1.07,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
147,low,203,460,28,macds,103,9,6,20,0.2,2251,932,60,24,339,12,372,18,210,46,672,316,248,335,960,766,314,304,782,599,323,292,886,200,718,582,164,937,544,341,14,58,6,8,607,2,16,69,6,63,15,17,0.3,0.13,1.0,1.11,1.07,1.06,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
148,close,185,531,36,macd,118,6,6,2,0.07,1700,661,8,98,838,35,283,4,375,367,31,242,211,804,828,706,469,300,951,562,410,289,244,492,176,224,431,354,204,744,9,33,8,1,59,4,44,73,13,677,11,12,0.33,0.18,1.15,1.2,1.12,1.16,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
149,low,193,462,42,macdh,111,6,6,2,0.1,2748,217,133,262,912,204,194,120,295,324,255,306,245,696,666,555,374,280,998,928,466,462,64,603,828,430,118,666,751,524,18,26,49,13,165,3,52,77,8,927,2,21,0.39,0.33,1.03,1.03,1.2,1.1,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,0.0,False,True,0.0,0.0,0.0
150,high,195,375,30,macds,257,9,6,16,0.03,1777,871,101,374,948,42,345,649,316,191,614,221,35,654,951,810,353,284,778,608,446,341,503,513,96,233,798,738,192,875,3,51,32,16,982,18,31,15,9,223,19,24,0.37,0.07,1.07,1.16,1.06,1.09,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
151,close,164,430,41,macds,40,6,6,8,0.39,2210,403,325,113,383,357,70,65,286,171,35,258,91,830,846,616,404,391,915,527,480,293,46,31,862,731,690,876,767,589,25,48,100,17,877,15,44,38,12,218,1,13,0.03,0.18,1.1,1.14,1.14,1.02,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
152,HLC/3,210,419,37,macd,246,9,6,15,0.38,1348,784,65,82,448,128,295,913,149,26,862,364,297,508,830,603,403,275,545,532,500,351,163,258,385,467,918,508,861,510,5,7,74,15,549,12,40,91,8,151,10,2,0.08,0.17,1.13,1.05,1.1,1.02,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
153,HL/2,156,382,36,macdh,275,8,6,13,0.05,594,646,368,217,539,213,355,442,342,54,107,275,339,55,716,672,399,266,651,623,464,360,731,261,116,556,50,260,747,144,11,48,51,1,853,16,46,64,19,269,2,4,0.19,0.38,1.12,1.04,1.06,1.2,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
154,OHLC/4,200,493,34,macds,362,9,6,19,0.06,1583,380,291,85,343,355,183,699,370,131,573,189,386,494,938,619,404,253,996,509,442,398,626,579,805,568,280,902,567,741,5,51,85,7,610,16,50,17,1,195,8,2,0.02,0.4,1.18,1.09,1.18,1.0,False,True,True,True,True,True,False,True,False,False,False,True,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
155,OHLC/4,186,416,32,macds,31,9,6,7,0.23,719,561,106,381,261,395,250,339,172,288,48,19,189,488,993,688,487,323,623,575,316,307,332,756,713,505,572,560,225,878,6,12,71,16,14,6,40,52,4,783,21,19,0.04,0.04,1.01,1.18,1.1,1.0,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,True,0.0,False,True,0.0,0.0,0.0
156,HLCC/4,202,420,41,macds,397,6,6,9,0.25,1575,709,301,151,989,266,15,992,296,289,677,76,6,218,836,554,480,295,598,565,437,348,494,178,347,666,56,213,77,924,20,60,2,3,921,11,20,59,18,770,13,20,0.35,0.17,1.19,1.07,1.11,1.05,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
157,HLC/3,160,531,30,macdh,11,7,6,16,0.09,2051,717,188,113,674,52,30,451,318,2,896,352,315,909,698,654,452,342,897,623,319,261,783,582,555,711,992,546,991,668,24,27,67,6,484,6,49,61,9,800,8,6,0.19,0.39,1.02,1.17,1.05,1.17,False,True,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
158,close,186,440,31,macdh,45,9,6,20,0.07,1563,225,182,234,976,121,229,690,353,272,852,350,177,668,718,689,490,326,942,907,314,311,856,198,879,159,423,100,466,194,2,20,76,9,751,12,20,20,14,625,5,22,0.35,0.33,1.0,1.05,1.05,1.07,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
159,OHLC/4,163,376,35,macds,195,9,6,5,0.12,2896,293,237,286,557,60,68,162,125,257,197,273,336,469,700,671,319,312,996,889,462,403,548,557,66,780,91,421,530,277,28,53,2,16,276,3,5,68,18,843,2,1,0.06,0.12,1.01,1.02,1.19,1.08,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
160,HLC/3,149,400,39,macdh,59,9,6,9,0.21,1172,784,70,194,734,219,126,392,233,257,866,167,208,412,650,510,326,272,798,556,323,266,818,115,774,698,795,8,127,548,7,34,76,8,19,10,44,86,7,243,23,1,0.2,0.39,1.14,1.0,1.2,1.04,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0.0,False,True,0.0,0.0,0.0
161,HLCC/4,170,438,28,macd,87,9,6,9,0.36,2277,705,326,157,285,229,122,600,171,269,659,261,309,574,985,668,333,300,881,693,451,392,419,756,243,474,270,366,406,264,6,17,27,10,768,12,14,7,17,509,1,4,0.24,0.08,1.2,1.0,1.1,1.05,True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
162,low,158,504,40,macdh,262,6,6,9,0.37,2323,945,121,277,494,192,363,651,141,137,880,293,237,136,898,893,498,468,896,723,470,394,103,366,405,114,132,587,64,953,30,57,26,6,119,18,38,22,18,553,8,7,0.32,0.21,1.01,1.13,1.09,1.06,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
163,HLC/3,148,377,41,macds,160,8,6,20,0.12,1913,206,288,127,829,170,30,732,361,134,323,67,132,279,985,617,383,332,842,619,466,395,879,776,865,4,26,646,473,344,23,28,22,10,174,12,36,83,6,741,20,17,0.05,0.08,1.09,1.09,1.12,1.04,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
164,open,212,380,32,macdh,185,7,6,6,0.09,1646,208,143,61,763,384,6,644,275,330,470,370,119,611,709,547,333,269,764,660,442,258,676,417,439,104,962,504,879,406,8,53,39,12,615,15,31,24,6,440,6,10,0.2,0.19,1.03,1.01,1.02,1.13,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
165,OHLC/4,157,377,37,macdh,126,7,6,2,0.32,564,821,217,357,244,241,213,563,323,91,72,238,62,566,736,679,375,312,977,928,346,331,588,951,26,900,10,574,451,230,7,47,68,2,817,5,36,49,15,578,4,12,0.36,0.38,1.16,1.11,1.1,1.06,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
166,high,184,496,37,macd,238,8,6,12,0.3,1073,958,55,213,92,78,150,990,76,312,839,229,10,561,875,838,280,274,594,512,315,314,591,893,188,899,353,747,672,703,9,24,11,3,347,2,23,101,16,150,2,14,0.37,0.18,1.02,1.02,1.12,1.04,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,0.0,False,True,0.0,0.0,0.0
167,OHLC/4,145,474,38,macds,82,8,6,1,0.08,1414,813,379,376,420,106,322,826,372,255,600,119,163,378,845,500,484,264,973,615,449,395,871,978,131,621,668,713,131,85,17,55,28,6,961,6,21,54,16,290,16,20,0.37,0.36,1.06,1.16,1.01,1.17,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
168,close,165,510,37,macdh,63,8,6,1,0.28,1525,707,51,335,63,16,230,3,180,133,531,353,227,170,782,579,490,421,666,610,464,427,57,239,358,347,549,809,775,979,22,43,73,15,886,4,21,65,6,800,19,3,0.32,0.08,1.14,1.04,1.07,1.04,True,True,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
169,high,167,416,29,macds,232,8,6,9,0.17,324,566,94,88,90,379,268,731,153,319,665,151,172,693,892,524,347,250,957,544,380,304,296,536,205,55,473,982,987,404,27,58,91,17,387,7,19,57,17,389,21,9,0.29,0.34,1.16,1.16,1.2,1.2,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
170,HL/2,156,499,41,macd,28,7,6,18,0.33,2881,819,76,397,962,65,76,579,361,118,262,142,194,188,783,554,493,322,1000,691,363,276,589,672,741,284,704,916,534,291,15,47,73,5,685,7,21,54,1,136,13,24,0.18,0.38,1.08,1.2,1.05,1.16,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
171,open,182,498,41,macd,129,8,6,17,0.16,2635,910,323,250,313,291,23,600,54,226,4,247,376,666,798,743,465,383,914,780,467,255,302,25,805,274,697,370,304,646,10,36,65,14,475,14,15,65,5,423,4,14,0.39,0.21,1.1,1.0,1.12,1.2,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
172,high,160,407,41,macd,143,7,6,7,0.12,1896,671,62,110,588,172,234,499,241,370,581,209,126,496,913,778,276,273,885,529,456,307,467,955,914,853,295,640,121,978,5,57,70,10,615,7,33,74,12,714,7,22,0.29,0.19,1.11,1.18,1.15,1.1,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
173,OHLC/4,192,446,29,macdh,355,7,6,10,0.22,1798,459,301,370,757,104,87,817,229,137,631,193,19,902,935,794,359,292,571,556,334,302,549,822,172,807,936,191,48,641,21,23,35,2,255,15,20,24,13,879,5,16,0.17,0.03,1.01,1.09,1.0,1.07,True,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
174,open,182,472,29,macdh,36,7,6,1,0.37,865,504,205,98,415,107,303,120,328,262,612,299,135,366,924,678,443,257,755,738,478,296,564,528,669,767,668,897,334,383,9,51,16,13,860,16,25,93,13,621,8,14,0.13,0.18,1.15,1.04,1.11,1.16,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,0.0,False,True,0.0,0.0,0.0
175,HLCC/4,156,470,28,macd,260,8,6,2,0.02,2923,301,184,309,20,146,213,178,125,221,239,264,75,429,856,759,340,269,863,522,316,307,296,468,126,761,565,34,534,706,2,32,97,1,760,4,9,73,13,163,5,12,0.06,0.22,1.17,1.18,1.05,1.06,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
176,HLC/3,189,439,29,macdh,380,6,6,9,0.15,2301,330,239,210,287,32,286,779,60,53,27,197,178,199,902,617,488,396,894,544,369,337,901,639,522,700,630,641,710,609,9,14,82,2,372,3,25,67,7,927,24,20,0.13,0.01,1.01,1.02,1.08,1.2,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
177,low,195,365,42,macds,339,6,6,2,0.09,2243,642,311,386,363,370,228,171,239,157,932,250,263,962,984,914,425,318,851,663,381,250,511,604,322,256,563,956,803,900,10,31,69,5,691,5,48,91,11,288,22,12,0.27,0.03,1.11,1.14,1.07,1.15,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
178,HLC/3,197,448,42,macd,186,7,6,17,0.37,285,966,135,81,855,274,155,110,2,133,156,348,219,906,813,540,426,422,559,529,449,353,806,212,778,807,703,343,447,576,25,38,9,3,648,15,50,5,15,344,19,24,0.1,0.09,1.04,1.13,1.17,1.06,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
179,open,187,421,39,macds,232,6,6,8,0.24,1490,441,241,250,905,71,92,756,150,321,701,299,364,26,881,554,425,348,667,652,294,293,605,320,116,595,989,761,110,545,4,26,76,16,28,15,38,61,1,978,16,11,0.36,0.09,1.09,1.03,1.16,1.2,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
180,OHLC/4,207,391,40,macds,221,9,6,16,0.3,1374,833,288,224,764,180,95,783,159,379,303,290,373,962,872,865,409,316,929,735,442,394,569,10,320,918,881,12,171,502,12,31,28,1,87,16,51,51,5,498,16,8,0.08,0.2,1.1,1.05,1.16,1.16,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
181,OHLC/4,174,377,37,macd,91,8,6,2,0.01,2389,257,64,41,482,382,250,93,178,24,164,371,389,996,913,644,432,417,821,717,441,266,455,288,791,29,268,735,553,25,23,58,61,7,277,10,49,16,1,72,11,23,0.16,0.25,1.17,1.15,1.14,1.14,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
182,close,170,380,35,macdh,313,6,6,15,0.23,1055,221,91,321,26,302,115,503,287,355,496,167,96,401,906,897,461,325,805,683,467,347,718,74,634,979,586,91,801,657,15,29,4,14,625,3,38,104,7,531,23,16,0.4,0.28,1.03,1.18,1.07,1.07,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
183,OHLC/4,155,428,38,macd,181,6,6,12,0.25,1761,240,385,200,528,104,370,40,5,262,615,29,180,36,977,522,402,283,880,701,353,299,511,784,76,582,474,810,662,300,16,39,13,5,185,13,28,97,3,525,23,8,0.33,0.21,1.16,1.07,1.02,1.11,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
184,HLCC/4,184,477,33,macds,38,9,6,5,0.09,1747,238,361,196,651,108,42,24,312,59,875,89,391,941,901,849,348,302,921,544,485,292,717,854,860,435,351,33,881,79,8,19,20,14,470,14,28,68,15,623,11,8,0.24,0.25,1.15,1.15,1.15,1.17,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,0.0,False,True,0.0,0.0,0.0
185,OHLC/4,150,537,36,macdh,57,6,6,20,0.07,2132,548,314,25,371,153,280,305,102,124,565,378,27,386,741,673,365,314,856,706,355,257,138,155,693,357,799,694,595,382,15,48,34,11,407,10,39,45,9,279,20,23,0.27,0.22,1.1,1.02,1.13,1.04,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
186,OHLC/4,166,492,36,macds,48,9,6,1,0.37,2434,893,122,262,93,108,345,503,285,11,941,399,243,139,788,713,374,254,570,564,340,252,288,856,495,632,726,844,947,549,15,24,82,16,551,13,39,67,19,884,1,4,0.34,0.37,1.07,1.11,1.01,1.02,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
187,HL/2,167,480,39,macdh,51,9,6,16,0.26,2682,406,396,265,38,210,104,224,183,221,195,316,5,914,964,893,499,327,801,720,340,314,30,665,495,429,552,425,159,209,5,44,40,14,144,7,22,90,6,148,4,1,0.37,0.11,1.15,1.17,1.02,1.2,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
188,HLCC/4,209,394,29,macdh,237,9,6,1,0.21,2021,486,83,69,826,8,3,333,349,214,593,397,248,100,708,705,357,290,857,628,335,290,836,308,413,585,863,23,34,410,17,36,92,11,694,14,41,17,4,653,23,17,0.28,0.27,1.13,1.15,1.17,1.06,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
189,HLCC/4,198,531,40,macdh,352,9,6,17,0.24,309,475,275,109,115,326,146,32,226,137,580,331,91,888,808,567,480,323,691,687,351,274,612,591,6,554,288,522,389,666,22,48,62,12,469,6,29,55,13,176,15,14,0.09,0.18,1.2,1.14,1.18,1.15,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
190,HLCC/4,171,526,34,macdh,375,7,6,13,0.4,644,684,129,63,993,369,84,162,4,62,74,392,254,501,787,615,433,407,952,904,466,318,703,663,395,229,171,879,404,154,15,36,85,1,330,16,33,44,5,948,12,16,0.25,0.36,1.06,1.0,1.01,1.06,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
191,open,210,412,42,macdh,152,7,6,9,0.27,2220,905,108,154,630,168,165,616,288,250,279,379,345,392,885,668,415,319,959,686,363,291,805,798,781,918,615,836,321,700,8,37,84,6,254,9,19,58,10,640,22,7,0.4,0.05,1.04,1.09,1.1,1.15,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
192,OHLC/4,144,505,35,macd,301,8,6,16,0.35,2882,346,334,221,730,393,240,914,166,341,350,178,356,229,849,772,484,250,776,588,444,380,186,605,699,791,558,581,328,22,17,55,53,6,297,13,42,49,20,890,13,1,0.23,0.21,1.13,1.17,1.11,1.11,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
193,HLCC/4,158,512,40,macds,81,7,6,15,0.04,1352,466,343,81,564,334,293,436,349,353,941,166,324,670,923,856,452,391,709,567,261,255,136,358,838,344,584,341,249,634,5,36,5,9,923,9,16,48,2,249,25,4,0.17,0.15,1.2,1.07,1.09,1.14,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
194,close,159,430,37,macd,255,8,6,6,0.18,2430,685,246,163,867,222,178,977,192,193,220,267,114,986,887,861,488,343,779,633,321,255,797,594,726,596,657,77,83,332,12,28,65,3,537,6,32,87,10,697,11,22,0.27,0.37,1.15,1.18,1.07,1.05,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
195,OHLC/4,203,463,33,macds,338,6,6,14,0.37,1296,976,89,26,995,224,320,282,3,32,436,233,170,22,799,720,419,265,665,538,411,311,379,919,624,355,100,263,888,173,16,27,74,16,375,6,25,86,14,113,4,22,0.34,0.06,1.05,1.19,1.13,1.12,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
196,open,161,437,39,macdh,189,6,6,9,0.25,268,920,280,139,804,31,167,462,364,358,519,340,131,881,812,748,370,355,929,852,467,361,395,189,827,464,294,900,224,247,7,21,15,1,892,3,24,3,10,789,18,10,0.17,0.09,1.01,1.19,1.04,1.16,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
197,high,160,491,29,macds,9,9,6,5,0.06,2665,567,364,156,999,128,299,256,90,198,674,357,6,815,686,500,453,340,697,652,464,385,84,75,162,187,321,637,378,346,12,44,56,15,77,12,49,82,6,400,10,13,0.1,0.38,1.03,1.09,1.16,1.02,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
