,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
4690,30.0,17.0,19.0,wma,StochAstic_k,-0.2822136860172364,-0.283996700488098,1.0,184.0,447.0,20T,-0.1309231559603686
4691,765.0,176.0,47.0,ema,StochAstic_d,-0.1724513874265572,-0.171283666019926,1.0,42.0,31.0,20T,-0.1309379121216462
4692,333.0,235.0,7.0,wma,StochAstic_k,-0.2283828221130603,-0.2347081413264654,4.0,224.0,488.0,20T,-0.1310630569324221
4693,620.0,367.0,28.0,ema,StochAstic_d,-0.2646905058492753,-0.2669059274336665,5.0,407.0,318.0,20T,-0.131244824651748
4694,45.0,15.0,8.0,wma,StochAstic_k,-0.2656608721546258,-0.2659602867552372,4.0,193.0,451.0,20T,-0.1312496402345997
4695,368.0,239.0,39.0,ema,StochAstic_k,-0.2488041566166068,-0.252807380751642,1.0,395.0,469.0,20T,-0.1313156921529703
4696,253.0,25.0,43.0,sma,StochAstic_d,-0.2426841658292504,-0.2455885379381188,1.0,310.0,476.0,20T,-0.1313240830753959
4697,707.0,569.0,28.0,sma,StochAstic_k,-0.2126557517384563,-0.2130953726451991,6.0,335.0,211.0,20T,-0.131343036474856
4698,495.0,294.0,9.0,sma,StochAstic_k,-0.2519979522713145,-0.2497815277480426,3.0,31.0,337.0,20T,-0.131346935133387
4699,155.0,80.0,29.0,sma,StochAstic_k,-0.2208975678571115,-0.22305178995938,4.0,132.0,365.0,20T,-0.1313564772371752
4700,873.0,17.0,19.0,wma,StochAstic_k,-0.2307482148481512,-0.2341813931901247,2.0,239.0,255.0,20T,-0.1314155252494971
4701,146.0,41.0,20.0,sma,StochAstic_d,-0.244014047375819,-0.2454928163667801,2.0,48.0,435.0,20T,-0.1315464314339888
4702,773.0,103.0,45.0,sma,StochAstic_d,-0.2465500021996634,-0.2436896678298526,3.0,249.0,262.0,20T,-0.1316765909883863
4703,290.0,142.0,8.0,ema,StochAstic_d,-0.2542943075427383,-0.2494616127977788,3.0,365.0,392.0,20T,-0.1316884305055218
4704,291.0,134.0,26.0,ema,StochAstic_d,-0.276867914888364,-0.2752571196945713,2.0,445.0,471.0,20T,-0.1317379239907072
4705,875.0,556.0,17.0,wma,StochAstic_k,-0.2317363411976097,-0.2350278546125346,1.0,477.0,254.0,20T,-0.1317612149694697
4706,875.0,237.0,19.0,sma,StochAstic_k,-0.2838043169033113,-0.2879244640650199,4.0,449.0,390.0,20T,-0.1317706025580448
4707,280.0,271.0,49.0,wma,StochAstic_k,-0.1830110379567884,-0.1953628913118427,5.0,98.0,236.0,20T,-0.1317750260489435
4708,326.0,80.0,50.0,ema,StochAstic_k,-0.1951341629673738,-0.1954678435603269,1.0,465.0,247.0,20T,-0.1317811502599886
4709,657.0,449.0,48.0,sma,StochAstic_k,-0.286287427337029,-0.2856485407862098,2.0,121.0,468.0,20T,-0.1318046621811838
4710,308.0,167.0,37.0,sma,StochAstic_k,-0.2275770038120519,-0.2290306065886009,2.0,346.0,421.0,20T,-0.1318737000921537
4711,743.0,648.0,22.0,sma,StochAstic_k,-0.2521491672395822,-0.2532554887505516,6.0,494.0,319.0,20T,-0.1319794462400266
4712,479.0,201.0,42.0,ema,StochAstic_d,-0.234618290263515,-0.2333812085695174,1.0,496.0,241.0,20T,-0.1319954659759779
4713,552.0,266.0,43.0,sma,StochAstic_k,-0.2756400686288821,-0.2787301944783503,6.0,435.0,368.0,20T,-0.1320938324653348
4714,894.0,582.0,2.0,ema,StochAstic_k,-0.1384878806112513,-0.1387744568705542,4.0,111.0,65.0,20T,-0.1321196812048792
4715,454.0,363.0,13.0,wma,StochAstic_k,-0.2417144248511958,-0.2390587486099048,6.0,103.0,361.0,20T,-0.1322175383924846
4716,298.0,118.0,2.0,ema,StochAstic_d,-0.2539936844479293,-0.2531492342461697,2.0,356.0,386.0,20T,-0.1322819775988555
4717,160.0,127.0,42.0,sma,StochAstic_d,-0.2072413396624445,-0.2071869353630814,5.0,143.0,235.0,20T,-0.1323561642082733
4718,388.0,97.0,50.0,sma,StochAstic_k,-0.198405851642885,-0.2014966009593645,5.0,475.0,198.0,20T,-0.1323579600183776
4719,316.0,168.0,29.0,ema,StochAstic_k,-0.235710185157446,-0.2343664761155551,1.0,216.0,364.0,20T,-0.1323856899508972
73,599.0,42.0,11.0,wma,StochAstic_k,-0.2396609638237337,-0.2425256606507079,5.0,380.0,376.0,20T,-0.13247634262984048
4720,306.0,4.0,2.0,sma,StochAstic_k,-0.1884397857458916,-0.192826580295012,2.0,178.0,308.0,20T,-0.1324869671105977
4721,273.0,262.0,31.0,wma,StochAstic_k,-0.2201425412111544,-0.2202864174578689,5.0,213.0,378.0,20T,-0.1325290172727964
4722,314.0,253.0,12.0,wma,StochAstic_k,-0.2295004839846996,-0.2305200073769619,3.0,99.0,406.0,20T,-0.1325302352928457
4723,536.0,126.0,32.0,sma,StochAstic_k,-0.2848256085646873,-0.2919237762242928,6.0,288.0,390.0,20T,-0.1325365041386834
4724,785.0,624.0,19.0,sma,StochAstic_k,-0.2090574248886472,-0.2142877223605137,5.0,492.0,242.0,20T,-0.1325629244247732
4725,482.0,348.0,33.0,ema,StochAstic_k,-0.2124975731224,-0.210847075093851,4.0,276.0,245.0,20T,-0.1325688939717006
4726,130.0,8.0,14.0,wma,StochAstic_k,-0.2618646144459819,-0.2620881471396609,4.0,127.0,486.0,20T,-0.1326379205990092
4727,833.0,720.0,8.0,sma,StochAstic_k,-0.2708908543567005,-0.2692179087828244,2.0,226.0,401.0,20T,-0.1326425174620298
4728,466.0,236.0,12.0,wma,StochAstic_k,-0.1549967941543823,-0.1537975369844007,1.0,29.0,115.0,20T,-0.1326883287089213
4729,423.0,296.0,31.0,sma,StochAstic_k,-0.2448708074676751,-0.2510946369946643,6.0,173.0,356.0,20T,-0.1326944266554453
71,525.0,26.0,50.0,sma,StochAstic_k,-0.25461031806323176,-0.25496832232908034,5.0,196.0,384.0,20T,-0.13270529207488108
4730,723.0,91.0,14.0,wma,StochAstic_d,-0.2704520082502,-0.2706767283651566,3.0,115.0,334.0,20T,-0.1328098753802906
4731,497.0,93.0,44.0,ema,StochAstic_k,-0.2760171143149555,-0.2830012656466987,2.0,304.0,411.0,20T,-0.1328256290038588
4732,340.0,132.0,37.0,sma,StochAstic_k,-0.2186891080169417,-0.2236743072295678,3.0,443.0,357.0,20T,-0.1329111749275767
4733,698.0,50.0,41.0,ema,StochAstic_d,-0.1975461043362523,-0.198302787691765,4.0,441.0,198.0,20T,-0.1329585223375127
4734,160.0,51.0,43.0,sma,StochAstic_k,-0.2309868990693977,-0.2313514239172232,1.0,14.0,410.0,20T,-0.1329752250432565
4735,322.0,242.0,28.0,ema,StochAstic_d,-0.2376219753918543,-0.2356372083950763,1.0,499.0,428.0,20T,-0.1329821204837333
4736,319.0,285.0,24.0,sma,StochAstic_k,-0.2320562730101455,-0.2306153673545011,3.0,173.0,370.0,20T,-0.1330387261015679
4737,467.0,340.0,19.0,sma,StochAstic_k,-0.3122981484442936,-0.3145157979335169,6.0,324.0,461.0,20T,-0.1330886557682125
4738,316.0,67.0,8.0,wma,StochAstic_d,-0.2498000263230602,-0.2484203479524495,4.0,470.0,489.0,20T,-0.1331029703534484
4739,737.0,308.0,32.0,ema,StochAstic_d,-0.2811352342936544,-0.2796346746868552,6.0,351.0,227.0,20T,-0.1331095408548967
4740,488.0,410.0,17.0,wma,StochAstic_d,-0.2265992457581843,-0.2265012111735406,6.0,179.0,128.0,20T,-0.1331564700059912
4741,288.0,89.0,41.0,wma,StochAstic_k,-0.1682488897726767,-0.1711576955938861,3.0,37.0,136.0,20T,-0.1331642037929102
4742,606.0,523.0,5.0,sma,StochAstic_k,-0.1347766687434722,-0.1348053815193604,4.0,77.0,69.0,20T,-0.1331747121176085
4743,242.0,31.0,32.0,ema,StochAstic_d,-0.2276061835494961,-0.2256355152026818,4.0,316.0,434.0,20T,-0.1331833033310332
4744,455.0,27.0,17.0,sma,StochAstic_d,-0.2542339369175407,-0.258224511117173,4.0,455.0,457.0,20T,-0.1332021278167826
4745,460.0,326.0,29.0,wma,StochAstic_k,-0.2902673960850844,-0.2910360865984935,3.0,317.0,456.0,20T,-0.1332399241520693
4746,676.0,277.0,35.0,sma,StochAstic_k,-0.2460679664962757,-0.2403953215108824,5.0,75.0,326.0,20T,-0.1332540326733302
4747,653.0,223.0,18.0,sma,StochAstic_k,-0.2494124739774265,-0.2496949087292424,3.0,376.0,324.0,20T,-0.1332612301639959
4748,518.0,479.0,7.0,ema,StochAstic_d,-0.2796351350283879,-0.2822668202630028,5.0,364.0,383.0,20T,-0.1332879661783306
4749,576.0,572.0,47.0,ema,StochAstic_k,-0.2492312680880572,-0.2509543675093219,2.0,4.0,289.0,20T,-0.1334525758294935
4750,854.0,511.0,32.0,sma,StochAstic_k,-0.3407047453854147,-0.3490794408514352,3.0,449.0,440.0,20T,-0.1334885912864412
